settlement_id,order_id,settlement_date,type,gross_amount,marketplace_fee,shipping_fee,net_amount
ST-1200092,MLB-120079,2026-07-06,payment,694.59,-118.08,-39.90,536.61
ST-1200095,MLB-120081,2026-07-06,payment,54.59,-12.80,0.00,41.79
ST-1200116,MLB-120098,2026-07-06,payment,351.30,-38.64,-21.90,290.76
ST-1200139,MLB-120118,2026-07-06,payment,26.09,-9.12,0.00,16.97
ST-1200150,MLB-120128,2026-07-06,payment,337.01,-43.81,-21.90,271.30
ST-1200376,MLB-120327,2026-07-06,payment,1360.76,-385.55,-21.90,953.31
ST-1200388,MLB-120335,2026-07-06,payment,93.57,-29.98,-21.90,41.69
ST-1200420,MLB-120365,2026-07-06,payment,1041.51,-187.47,-21.90,832.14
ST-1200461,MLB-129910,2026-07-06,payment,454.05,-59.03,0.00,395.02
ST-1200002,MLB-120002,2026-07-07,payment,171.54,-18.87,-21.90,130.77
ST-1200018,MLB-120015,2026-07-07,payment,1232.41,-246.48,-39.90,946.03
ST-1200030,MLB-120026,2026-07-07,payment,1979.61,-336.53,-21.90,1621.18
ST-1200059,MLB-120051,2026-07-07,payment,171.92,-20.63,-21.90,129.39
ST-1200088,MLB-120076,2026-07-07,payment,241.74,-41.10,-21.90,178.74
ST-1200144,MLB-120123,2026-07-07,payment,235.42,-35.31,-21.90,178.21
ST-1200158,MLB-120134,2026-07-07,payment,232.32,-58.24,-21.90,152.18
ST-1200196,MLB-120168,2026-07-07,payment,480.50,-81.69,-21.90,376.91
ST-1200214,MLB-120181,2026-07-07,payment,219.93,-45.14,-21.90,152.89
ST-1200226,MLB-120192,2026-07-07,payment,231.06,-60.34,-21.90,148.82
ST-1200249,MLB-120210,2026-07-07,payment,121.28,-12.13,-21.90,87.25
ST-1200280,MLB-120239,2026-07-07,payment,68.96,-13.15,0.00,55.81
ST-1200339,MLB-120293,2026-07-07,payment,66.99,-26.79,0.00,40.20
ST-1200345,MLB-120299,2026-07-07,payment,59.86,-22.08,0.00,37.78
ST-1200348,MLB-120302,2026-07-07,payment,654.80,-98.22,-21.90,534.68
ST-1200386,MLB-120334,2026-07-07,payment,135.58,-52.64,-21.90,61.04
ST-1200045,MLB-120037,2026-07-08,payment,57.51,-12.00,0.00,45.51
ST-1200049,MLB-120042,2026-07-08,payment,2775.24,-360.78,-21.90,2392.56
ST-1200070,MLB-120060,2026-07-08,payment,662.20,-105.95,-21.90,534.35
ST-1200078,MLB-120066,2026-07-08,payment,392.89,-66.79,-21.90,304.20
ST-1200133,MLB-120113,2026-07-08,payment,1150.23,-184.04,-21.90,944.29
ST-1200151,MLB-120129,2026-07-08,payment,179.09,-38.80,-21.90,118.39
ST-1200225,MLB-120191,2026-07-08,payment,61.82,-16.76,0.00,45.06
ST-1200259,MLB-120218,2026-07-08,payment,593.31,-100.86,-21.90,470.55
ST-1200307,MLB-120263,2026-07-08,payment,37.25,-12.58,0.00,24.67
ST-1200425,MLB-120370,2026-07-08,payment,860.73,-137.72,-21.90,701.11
ST-1200451,MLB-120394,2026-07-08,payment,29.81,-9.83,0.00,19.98
ST-1200021,MLB-120017,2026-07-09,payment,143.71,-21.56,-21.90,100.25
ST-1200064,MLB-120054,2026-07-09,payment,2068.43,-268.90,-21.90,1777.63
ST-1200069,MLB-120059,2026-07-09,payment,71.89,-17.03,0.00,54.86
ST-1200081,MLB-120069,2026-07-09,payment,4182.26,-543.69,-21.90,3616.67
ST-1200125,MLB-120105,2026-07-09,payment,41.92,-11.28,0.00,30.64
ST-1200137,MLB-120116,2026-07-09,payment,36.39,-10.98,0.00,25.41
ST-1200146,MLB-120125,2026-07-09,payment,106.40,-13.49,-21.90,71.01
ST-1200153,MLB-120130,2026-07-09,payment,2519.66,-377.95,-21.90,2119.81
ST-1200155,MLB-120132,2026-07-09,payment,65.21,-16.68,0.00,48.53
ST-1200193,MLB-120165,2026-07-09,payment,39.99,-10.25,0.00,29.74
ST-1200228,MLB-120194,2026-07-09,payment,1022.18,-112.44,-39.90,869.84
ST-1200270,MLB-120229,2026-07-09,payment,4979.34,-497.93,-21.90,4459.51
ST-1200275,MLB-120234,2026-07-09,payment,852.94,-93.82,-39.90,719.22
ST-1200283,MLB-120242,2026-07-09,payment,7247.01,-869.64,-39.90,6337.47
ST-1200286,MLB-120244,2026-07-09,payment,314.93,-37.79,-21.90,255.24
ST-1200306,MLB-120262,2026-07-09,payment,1769.85,-212.38,-21.90,1535.57
ST-1200324,MLB-120280,2026-07-09,payment,128.36,-34.32,-21.90,72.14
ST-1200369,MLB-120321,2026-07-09,payment,58.98,-13.33,0.00,45.65
ST-1200393,MLB-120339,2026-07-09,payment,81.17,-10.55,-21.90,48.72
ST-1200397,MLB-120343,2026-07-09,payment,94.02,-23.78,-21.90,48.34
ST-1200430,MLB-120374,2026-07-09,payment,193.94,-23.27,-21.90,148.77
ST-1200459,MLB-120400,2026-07-09,payment,63.18,-13.83,0.00,49.35
ST-1200462,MLB-120224,2026-07-09,payment,217.59,-42.68,-21.90,153.01
ST-1200012,MLB-120010,2026-07-10,payment,1882.45,-320.02,-21.90,1540.53
ST-1200063,MLB-120053,2026-07-10,payment,6803.88,-1088.62,-39.90,5675.36
ST-1200068,MLB-120058,2026-07-10,payment,29.94,-11.34,0.00,18.60
ST-1200080,MLB-120068,2026-07-10,payment,1664.02,-282.88,-21.90,1359.24
ST-1200084,MLB-120072,2026-07-10,payment,577.63,-98.20,-21.90,457.53
ST-1200118,MLB-120100,2026-07-10,payment,107.92,-19.43,-21.90,66.59
ST-1200121,MLB-120102,2026-07-10,payment,107.74,-25.43,-21.90,60.41
ST-1200128,MLB-120108,2026-07-10,payment,1794.20,-287.07,-39.90,1467.23
ST-1200129,MLB-120109,2026-07-10,payment,919.08,-110.29,-21.90,786.89
ST-1200182,MLB-120155,2026-07-10,payment,367.17,-62.42,-21.90,282.85
ST-1200187,MLB-120160,2026-07-10,payment,31.94,-22.08,0.00,9.86
ST-1200194,MLB-120166,2026-07-10,payment,231.11,-36.98,-21.90,172.23
ST-1200195,MLB-120167,2026-07-10,payment,236.85,-59.01,-21.90,155.94
ST-1200282,MLB-120241,2026-07-10,payment,1343.58,-228.41,-39.90,1075.27
ST-1200305,MLB-120261,2026-07-10,payment,15.34,-8.86,0.00,6.48
ST-1200315,MLB-120271,2026-07-10,payment,1109.86,-133.18,-39.90,936.78
ST-1200454,MLB-120397,2026-07-10,payment,1455.61,-247.45,-39.90,1168.26
ST-1200011,MLB-120009,2026-07-11,payment,1373.94,-151.13,-39.90,1182.91
ST-1200014,MLB-120011,2026-07-11,payment,212.38,-27.61,-21.90,162.87
ST-1200083,MLB-120071,2026-07-11,payment,4904.46,-588.54,-39.90,4276.02
ST-1200101,MLB-120086,2026-07-11,payment,378.35,-64.32,-21.90,292.13
ST-1200170,MLB-120145,2026-07-11,payment,976.39,-117.17,-21.90,837.32
ST-1200176,MLB-120151,2026-07-11,payment,2071.02,-227.81,-39.90,1803.31
ST-1200192,MLB-120164,2026-07-11,payment,156.62,-32.86,-21.90,101.86
ST-1200204,MLB-120174,2026-07-11,payment,48.69,-12.58,0.00,36.11
ST-1200240,MLB-120204,2026-07-11,payment,515.11,-51.51,-21.90,441.70
ST-1200267,MLB-120226,2026-07-11,payment,80.07,-30.76,-21.90,27.41
ST-1200321,MLB-120277,2026-07-11,payment,27.75,-9.03,0.00,18.72
ST-1200371,MLB-120322,2026-07-11,payment,31.52,-16.28,0.00,15.24
ST-1200401,MLB-120346,2026-07-11,payment,113.28,0.00,0.00,113.28
ST-1200404,MLB-120348,2026-07-11,payment,3287.28,-493.09,-21.90,2772.29
ST-1200414,MLB-120359,2026-07-11,payment,596.04,-107.29,-21.90,466.85
ST-1200426,MLB-120371,2026-07-11,payment,737.49,-110.62,-21.90,604.97
ST-1200432,MLB-120376,2026-07-11,payment,509.39,-110.37,-21.90,377.12
ST-1200438,MLB-120380,2026-07-11,payment,60.69,0.00,0.00,60.69
ST-1200054,MLB-120047,2026-07-12,payment,701.10,-198.65,-21.90,480.55
ST-1200058,MLB-120050,2026-07-12,payment,679.02,-101.85,-21.90,555.27
ST-1200165,MLB-120140,2026-07-12,payment,56.07,-26.04,0.00,30.03
ST-1200179,MLB-120153,2026-07-12,refund,-197.57,25.68,0.00,-171.89
ST-1200186,MLB-120159,2026-07-12,payment,149.83,-26.97,-21.90,100.96
ST-1200197,MLB-120169,2026-07-12,payment,335.92,-50.39,-21.90,263.63
ST-1200276,MLB-120235,2026-07-12,payment,176.97,-39.99,-21.90,115.08
ST-1200290,MLB-120248,2026-07-12,payment,22.02,-8.45,0.00,13.57
ST-1200291,MLB-120249,2026-07-12,payment,800.42,-136.07,-21.90,642.45
ST-1200298,MLB-120255,2026-07-12,payment,59.70,-16.40,0.00,43.30
ST-1200364,MLB-120316,2026-07-12,payment,4991.20,-848.50,-21.90,4120.80
ST-1200373,MLB-120323,2026-07-12,refund,-783.69,125.39,0.00,-658.30
ST-1200405,MLB-120349,2026-07-12,payment,197.39,-29.61,-21.90,145.88
ST-1200409,MLB-120354,2026-07-12,payment,70.56,-30.75,0.00,39.81
ST-1200415,MLB-120360,2026-07-12,payment,39.60,-17.25,0.00,22.35
ST-1200435,MLB-120378,2026-07-12,payment,64.43,-12.69,0.00,51.74
ST-1200456,MLB-120398,2026-07-12,payment,55.33,0.00,0.00,55.33
ST-1200032,MLB-120028,2026-07-13,payment,398.36,-51.79,-21.90,324.67
ST-1200085,MLB-120073,2026-07-13,payment,31.89,-10.08,0.00,21.81
ST-1200112,MLB-120095,2026-07-13,payment,1160.07,-208.81,-21.90,929.36
ST-1200224,MLB-120190,2026-07-13,payment,18.98,-8.53,0.00,10.45
ST-1200264,MLB-120222,2026-07-13,payment,395.88,-63.34,-21.90,310.64
ST-1200300,MLB-120257,2026-07-13,payment,2108.99,-253.08,-21.90,1834.01
ST-1200312,MLB-120268,2026-07-13,payment,345.27,-55.24,-21.90,268.13
ST-1200336,MLB-120290,2026-07-13,payment,40.23,-11.48,0.00,28.75
ST-1200362,MLB-120315,2026-07-13,payment,208.50,-41.70,-21.90,144.90
ST-1200377,MLB-120327,2026-07-13,payment,907.18,0.00,0.00,907.18
ST-1200380,MLB-120330,2026-07-13,payment,3319.92,-398.39,-21.90,2899.63
ST-1200429,MLB-120373,2026-07-13,payment,134.89,-13.49,-21.90,99.50
ST-1200019,MLB-120015,2026-07-14,payment,821.60,0.00,0.00,821.60
ST-1200043,MLB-120036,2026-07-14,payment,192.83,-54.63,-21.90,116.30
ST-1200148,MLB-120126,2026-07-14,payment,48.03,-13.93,0.00,34.10
ST-1200159,MLB-120134,2026-07-14,refund,-232.32,58.24,0.00,-174.08
ST-1200250,MLB-120210,2026-07-14,refund,-121.28,12.13,0.00,-109.15
ST-1200251,MLB-120211,2026-07-14,payment,2247.60,-269.71,-21.90,1955.99
ST-1200269,MLB-120228,2026-07-14,payment,2116.97,-359.88,-39.90,1717.19
ST-1200301,MLB-120258,2026-07-14,payment,69.27,-15.26,0.00,54.01
ST-1200310,MLB-120266,2026-07-14,payment,54.00,-15.97,0.00,38.03
ST-1200330,MLB-120285,2026-07-14,payment,75.60,-14.57,0.00,61.03
ST-1200346,MLB-120299,2026-07-14,refund,-59.86,22.08,0.00,-37.78
ST-1200352,MLB-120305,2026-07-14,payment,4701.39,-846.25,-21.90,3833.24
ST-1200354,MLB-120307,2026-07-14,payment,39.39,-12.95,0.00,26.44
ST-1200358,MLB-120311,2026-07-14,payment,115.89,-38.45,-21.90,55.54
ST-1200387,MLB-120334,2026-07-14,payment,90.38,0.00,0.00,90.38
ST-1200005,MLB-120004,2026-07-15,payment,931.75,-263.99,-39.90,627.86
ST-1200040,MLB-120034,2026-07-15,payment,26.91,-9.48,0.00,17.43
ST-1200134,MLB-120113,2026-07-15,refund,-1150.23,184.04,0.00,-966.19
ST-1200152,MLB-120129,2026-07-15,payment,119.40,0.00,0.00,119.40
ST-1200174,MLB-120149,2026-07-15,payment,74.54,-18.92,0.00,55.62
ST-1200244,MLB-120207,2026-07-15,payment,74.30,-34.85,-21.90,17.55
ST-1200268,MLB-120227,2026-07-15,payment,779.97,-101.40,-21.90,656.67
ST-1200296,MLB-120254,2026-07-15,payment,352.48,-99.87,-21.90,230.71
ST-1200356,MLB-120310,2026-07-15,payment,178.11,-50.81,-21.90,105.40
ST-1200016,MLB-120014,2026-07-16,payment,949.98,-269.16,-21.90,658.92
ST-1200047,MLB-120040,2026-07-16,payment,3389.04,-406.68,-21.90,2960.46
ST-1200053,MLB-120046,2026-07-16,payment,66.66,-23.17,0.00,43.49
ST-1200106,MLB-120090,2026-07-16,payment,497.90,-84.64,-21.90,391.36
ST-1200130,MLB-120110,2026-07-16,payment,93.40,-11.21,-21.90,60.29
ST-1200147,MLB-120125,2026-07-16,refund,-106.40,0.00,0.00,-106.40
ST-1200177,MLB-120152,2026-07-16,payment,47.00,-11.89,0.00,35.11
ST-1200213,MLB-120180,2026-07-16,payment,302.33,-36.28,-21.90,244.15
ST-1200242,MLB-120205,2026-07-16,payment,4400.20,-440.02,-21.90,3938.28
ST-1200243,MLB-120206,2026-07-16,payment,81.75,-33.47,-21.90,26.38
ST-1200281,MLB-120240,2026-07-16,payment,328.08,-55.77,-21.90,250.41
ST-1200328,MLB-120283,2026-07-16,payment,922.08,-101.43,-21.90,798.75
ST-1200334,MLB-120288,2026-07-16,payment,231.20,-39.30,-21.90,170.00
ST-1200361,MLB-120314,2026-07-16,payment,231.90,-34.79,-21.90,175.21
ST-1200367,MLB-120319,2026-07-16,payment,1371.42,-164.57,-39.90,1166.95
ST-1200370,MLB-120321,2026-07-16,refund,-58.98,13.33,0.00,-45.65
ST-1200416,MLB-120361,2026-07-16,payment,201.78,-26.23,-21.90,153.65
ST-1200419,MLB-120364,2026-07-16,payment,351.76,-42.21,-21.90,287.65
ST-1200013,MLB-120010,2026-07-17,refund,-1129.47,192.01,0.00,-937.46
ST-1200076,MLB-120064,2026-07-17,payment,35.79,-11.62,0.00,24.17
ST-1200111,MLB-120094,2026-07-17,payment,927.22,-120.54,-21.90,784.78
ST-1200124,MLB-120104,2026-07-17,payment,448.58,-53.83,-39.90,354.85
ST-1200136,MLB-120115,2026-07-17,payment,385.39,-42.39,-39.90,303.10
ST-1200188,MLB-120160,2026-07-17,payment,21.30,0.00,0.00,21.30
ST-1200201,MLB-120172,2026-07-17,payment,380.31,-57.05,-21.90,301.36
ST-1200254,MLB-120214,2026-07-17,payment,157.68,-36.09,-21.90,99.69
ST-1200338,MLB-120292,2026-07-17,payment,470.96,-47.10,-21.90,401.96
ST-1200340,MLB-120294,2026-07-17,payment,76.60,-20.93,0.00,55.67
ST-1200344,MLB-120298,2026-07-17,payment,23.32,-9.05,0.00,14.27
ST-1200407,MLB-120352,2026-07-17,payment,2588.48,-388.27,-21.90,2178.31
ST-1200422,MLB-120367,2026-07-17,payment,4740.15,-521.42,-39.90,4178.83
ST-1200087,MLB-120075,2026-07-18,payment,424.39,-50.93,-21.90,351.56
ST-1200135,MLB-120114,2026-07-18,payment,3903.08,-390.31,-21.90,3490.87
ST-1200198,MLB-120170,2026-07-18,payment,44.51,-11.59,0.00,32.92
ST-1200217,MLB-120184,2026-07-18,payment,11.20,-9.61,0.00,1.59
ST-1200241,MLB-120204,2026-07-18,refund,-103.02,10.30,0.00,-92.72
ST-1200284,MLB-120243,2026-07-18,payment,1110.80,-296.21,-39.90,774.69
ST-1200288,MLB-120246,2026-07-18,payment,21.36,-9.45,0.00,11.91
ST-1200295,MLB-120253,2026-07-18,payment,589.82,-58.98,-21.90,508.94
ST-1200325,MLB-120281,2026-07-18,payment,323.93,-35.63,-21.90,266.40
ST-1200342,MLB-120296,2026-07-18,payment,367.83,-55.17,-21.90,290.76
ST-1200382,MLB-120331,2026-07-18,payment,358.98,-53.85,-21.90,283.23
ST-1200399,MLB-120345,2026-07-18,payment,18.67,-9.05,0.00,9.62
ST-1200433,MLB-120376,2026-07-18,payment,339.59,0.00,0.00,339.59
ST-1200434,MLB-120377,2026-07-18,payment,372.54,-44.70,-21.90,305.94
ST-1200443,MLB-120385,2026-07-18,payment,375.54,-63.84,-21.90,289.80
ST-1200020,MLB-120016,2026-07-19,payment,308.46,-37.02,-21.90,249.54
ST-1200023,MLB-120019,2026-07-19,payment,75.14,-22.27,0.00,52.87
ST-1200055,MLB-120047,2026-07-19,payment,467.40,0.00,0.00,467.40
ST-1200079,MLB-120067,2026-07-19,payment,687.81,-116.93,-21.90,548.98
ST-1200091,MLB-120078,2026-07-19,payment,799.70,-135.95,-21.90,641.85
ST-1200109,MLB-120092,2026-07-19,payment,723.69,-108.55,-21.90,593.24
ST-1200140,MLB-120119,2026-07-19,payment,133.78,-33.90,-21.90,77.98
ST-1200175,MLB-120150,2026-07-19,payment,136.20,-41.90,-21.90,72.40
ST-1200209,MLB-120177,2026-07-19,payment,195.51,-42.21,-21.90,131.40
ST-1200216,MLB-120183,2026-07-19,payment,66.68,-14.25,0.00,52.43
ST-1200227,MLB-120193,2026-07-19,payment,329.15,-52.66,-21.90,254.59
ST-1200258,MLB-120217,2026-07-19,payment,63.28,-13.84,0.00,49.44
ST-1200272,MLB-120231,2026-07-19,payment,2161.88,-345.90,-39.90,1776.08
ST-1200349,MLB-120303,2026-07-19,payment,440.12,-48.41,-39.90,351.81
ST-1200365,MLB-120316,2026-07-19,refund,-2495.60,424.25,0.00,-2071.35
ST-1200424,MLB-120369,2026-07-19,payment,558.14,-55.81,-21.90,480.43
ST-1200445,MLB-120388,2026-07-19,payment,80.36,-20.54,-21.90,37.92
ST-1200447,MLB-120390,2026-07-19,payment,357.85,-60.83,-21.90,275.12
ST-1200450,MLB-120393,2026-07-19,payment,107.08,-29.63,-21.90,55.55
ST-1200453,MLB-120396,2026-07-19,payment,89.88,-32.23,-21.90,35.75
ST-1200022,MLB-120018,2026-07-20,payment,2031.52,-244.15,-21.90,1765.47
ST-1200039,MLB-120033,2026-07-20,payment,58.91,-16.85,0.00,42.06
ST-1200060,MLB-120052,2026-07-20,payment,3700.69,-801.82,-21.90,2876.97
ST-1200072,MLB-120062,2026-07-20,payment,269.93,-45.89,-21.90,202.14
ST-1200138,MLB-120117,2026-07-20,payment,46.14,-10.86,0.00,35.28
ST-1200162,MLB-120138,2026-07-20,payment,211.99,-21.20,-21.90,168.89
ST-1200239,MLB-120203,2026-07-20,payment,23.89,-9.83,0.00,14.06
ST-1200248,MLB-120209,2026-07-20,payment,1853.64,-203.90,-39.90,1609.84
ST-1200273,MLB-120232,2026-07-20,payment,56.39,-13.02,0.00,43.37
ST-1200303,MLB-120259,2026-07-20,payment,33.03,-10.54,0.00,22.49
ST-1200308,MLB-120264,2026-07-20,payment,630.17,-85.20,-21.90,523.07
ST-1200327,MLB-120282,2026-07-20,payment,1348.05,-161.77,-21.90,1164.38
ST-1200332,MLB-120287,2026-07-20,payment,4168.89,-500.27,-21.90,3646.72
ST-1200355,MLB-120309,2026-07-20,payment,1750.60,-210.07,-21.90,1518.63
ST-1200363,MLB-120315,2026-07-20,payment,139.00,0.00,0.00,139.00
ST-1200375,MLB-120326,2026-07-20,payment,290.72,-34.89,-21.90,233.93
ST-1200381,MLB-120330,2026-07-20,refund,-3319.92,398.39,0.00,-2921.53
ST-1200383,MLB-120332,2026-07-20,payment,45.03,-13.91,0.00,31.12
ST-1200395,MLB-120341,2026-07-20,payment,3299.52,-395.94,-21.90,2881.68
ST-1200396,MLB-120342,2026-07-20,payment,94.14,-23.80,-21.90,48.44
ST-1200406,MLB-120350,2026-07-20,payment,20.62,-9.34,0.00,11.28
ST-1200408,MLB-120353,2026-07-20,payment,56.56,-15.87,0.00,40.69
ST-1200413,MLB-120358,2026-07-20,payment,940.73,-122.29,-21.90,796.54
ST-1200436,MLB-120379,2026-07-20,payment,885.90,-106.31,-21.90,757.69
ST-1200003,MLB-120003,2026-07-21,payment,43.92,-20.41,0.00,23.51
ST-1200007,MLB-120005,2026-07-21,payment,833.56,-133.37,-39.90,660.29
ST-1200024,MLB-120020,2026-07-21,payment,215.79,-55.43,-21.90,138.46
ST-1200033,MLB-120029,2026-07-21,payment,1607.49,-192.90,-39.90,1374.69
ST-1200041,MLB-120035,2026-07-21,payment,87.74,-24.86,-21.90,40.98
ST-1200044,MLB-120036,2026-07-21,payment,128.55,0.00,0.00,128.55
ST-1200077,MLB-120065,2026-07-21,payment,62.12,-17.43,0.00,44.69
ST-1200099,MLB-120084,2026-07-21,payment,567.09,-73.72,-21.90,471.47
ST-1200168,MLB-120143,2026-07-21,payment,289.14,-43.37,-21.90,223.87
ST-1200215,MLB-120182,2026-07-21,payment,94.72,-23.87,-21.90,48.95
ST-1200302,MLB-120258,2026-07-21,refund,-41.56,9.16,0.00,-32.40
ST-1200311,MLB-120267,2026-07-21,payment,401.00,-60.15,-21.90,318.95
ST-1200314,MLB-120270,2026-07-21,payment,67.67,-13.69,0.00,53.98
ST-1200350,MLB-120304,2026-07-21,payment,42.24,-23.06,0.00,19.18
ST-1200431,MLB-120375,2026-07-21,payment,2355.47,-400.43,-21.90,1933.14
ST-1200006,MLB-120004,2026-07-22,payment,621.16,0.00,0.00,621.16
ST-1200056,MLB-120048,2026-07-22,payment,78.41,-18.80,0.00,59.61
ST-1200110,MLB-120093,2026-07-22,payment,363.14,-36.31,-21.90,304.93
ST-1200207,MLB-120176,2026-07-22,payment,17.67,-10.67,0.00,7.00
ST-1200211,MLB-120179,2026-07-22,payment,325.34,-59.65,-39.90,225.79
ST-1200237,MLB-120201,2026-07-22,payment,894.26,-89.43,-21.90,782.93
ST-1200245,MLB-120207,2026-07-22,payment,49.54,0.00,0.00,49.54
ST-1200260,MLB-120219,2026-07-22,payment,221.85,-58.68,-21.90,141.27
ST-1200278,MLB-120237,2026-07-22,payment,937.78,-103.16,-39.90,794.72
ST-1200279,MLB-120238,2026-07-22,payment,684.22,-82.11,-21.90,580.21
ST-1200294,MLB-120252,2026-07-22,payment,63.43,-12.59,0.00,50.84
ST-1200297,MLB-120254,2026-07-22,payment,234.98,0.00,0.00,234.98
ST-1200357,MLB-120310,2026-07-22,refund,-178.11,50.81,0.00,-127.30
ST-1200421,MLB-120366,2026-07-22,payment,2281.20,-296.56,-21.90,1962.74
ST-1200452,MLB-120395,2026-07-22,payment,1765.85,-229.56,-21.90,1514.39
ST-1200017,MLB-120014,2026-07-23,payment,633.32,0.00,0.00,633.32
ST-1200086,MLB-120074,2026-07-23,payment,107.85,-38.16,-21.90,47.79
ST-1200102,MLB-120087,2026-07-23,payment,660.72,-99.11,-21.90,539.71
ST-1200107,MLB-120090,2026-07-23,refund,-199.16,33.86,0.00,-165.30
ST-1200117,MLB-120099,2026-07-23,payment,339.84,-57.77,-21.90,260.17
ST-1200169,MLB-120144,2026-07-23,payment,2471.68,-321.32,-21.90,2128.46
ST-1200231,MLB-120196,2026-07-23,payment,2562.48,-726.04,-21.90,1814.54
ST-1200236,MLB-120200,2026-07-23,payment,1241.21,-186.18,-21.90,1033.13
ST-1200246,MLB-120208,2026-07-23,payment,2714.18,-461.41,-39.90,2212.87
ST-1200271,MLB-120230,2026-07-23,payment,399.31,-47.92,-21.90,329.49
ST-1200277,MLB-120236,2026-07-23,payment,343.59,-41.64,-21.90,280.05
ST-1200329,MLB-120283,2026-07-23,refund,-922.08,101.43,0.00,-820.65
ST-1200331,MLB-120286,2026-07-23,payment,286.10,-31.47,-21.90,232.73
ST-1200341,MLB-120295,2026-07-23,payment,721.71,-129.91,-21.90,569.90
ST-1200384,MLB-120333,2026-07-23,payment,1293.87,-168.20,-21.90,1103.77
ST-1200389,MLB-120336,2026-07-23,payment,1303.39,-282.40,-21.90,999.09
ST-1200418,MLB-120363,2026-07-23,payment,338.18,-40.58,-21.90,275.70
ST-1200441,MLB-120383,2026-07-23,payment,74.26,-15.16,0.00,59.10
ST-1200448,MLB-120391,2026-07-23,payment,41.10,-19.08,0.00,22.02
ST-1200460,MLB-120048,2026-07-23,payment,78.41,-18.80,0.00,59.61
ST-1200009,MLB-120007,2026-07-24,payment,994.93,-169.14,-21.90,803.89
ST-1200036,MLB-120031,2026-07-24,payment,1190.00,-178.50,-21.90,989.60
ST-1200050,MLB-120043,2026-07-24,payment,107.58,-10.76,-21.90,74.92
ST-1200156,MLB-120133,2026-07-24,payment,1711.19,-256.68,-21.90,1432.61
ST-1200180,MLB-120154,2026-07-24,payment,162.17,-19.46,-21.90,120.81
ST-1200202,MLB-120172,2026-07-24,refund,-380.31,57.05,0.00,-323.26
ST-1200220,MLB-120186,2026-07-24,payment,32.65,-9.84,0.00,22.81
ST-1200255,MLB-120214,2026-07-24,refund,-157.68,36.09,0.00,-121.59
ST-1200309,MLB-120265,2026-07-24,payment,1950.93,-312.15,-39.90,1598.88
ST-1200038,MLB-120032,2026-07-25,payment,5476.53,-711.95,-21.90,4742.68
