order_id,order_date,status,category,listing_type,weight_class,unit_price,quantity,gross_amount,installments,refund_amount
MLB-120024,2026-07-24,paid,fashion,classic,standard,166.34,1,166.34,1,0.00
MLB-120025,2026-07-03,paid,electronics,premium,heavy,2042.85,2,4085.70,12,0.00
MLB-120026,2026-07-04,delivered,toys,premium,standard,1979.61,1,1979.61,1,0.00
MLB-120027,2026-07-28,delivered,electronics,premium,standard,62.13,1,62.13,1,0.00
MLB-120028,2026-07-10,paid,fashion,classic,standard,398.36,1,398.36,1,0.00
MLB-120029,2026-07-18,paid,home,classic,heavy,1607.49,1,1607.49,3,0.00
MLB-120030,2026-07-28,partially_refunded,home,premium,standard,35.80,1,35.80,6,17.90
MLB-120031,2026-07-21,chargeback,books,premium,standard,1190.00,1,1190.00,12,0.00
MLB-120032,2026-07-22,paid,fashion,classic,standard,1825.51,3,5476.53,1,0.00
MLB-120033,2026-07-17,delivered,fashion,premium,standard,58.91,1,58.91,6,0.00
MLB-120034,2026-07-12,paid,toys,classic,standard,26.91,1,26.91,1,0.00
MLB-120035,2026-07-18,paid,home,premium,standard,146.24,1,146.24,1,0.00
MLB-120036,2026-07-11,paid,toys,premium,standard,321.38,1,321.38,6,0.00
MLB-120037,2026-07-05,paid,books,classic,standard,57.51,1,57.51,1,0.00
MLB-120038,2026-07-28,cancelled,toys,premium,standard,563.08,1,563.08,1,0.00
MLB-120039,2026-07-26,paid,fashion,premium,standard,320.47,1,320.47,6,0.00
MLB-120040,2026-07-13,paid,toys,classic,standard,1694.52,2,3389.04,1,0.00
MLB-120041,2026-07-26,delivered,electronics,classic,standard,25.68,3,77.04,1,0.00
MLB-120042,2026-07-05,delivered,fashion,classic,standard,1387.62,2,2775.24,1,0.00
MLB-120043,2026-07-21,delivered,books,classic,standard,107.58,1,107.58,1,0.00
MLB-120044,2026-07-10,cancelled,home,premium,standard,187.90,1,187.90,12,0.00
MLB-120045,2026-07-24,refunded,toys,premium,standard,1862.50,1,1862.50,1,1862.50
MLB-120046,2026-07-13,delivered,electronics,premium,standard,33.33,2,66.66,1,0.00
MLB-120047,2026-07-09,paid,toys,premium,standard,389.50,3,1168.50,12,0.00
MLB-120048,2026-07-19,paid,electronics,premium,standard,78.41,1,78.41,1,0.00
MLB-120049,2026-07-28,paid,fashion,classic,standard,129.95,2,259.90,1,0.00
MLB-120050,2026-07-09,delivered,books,premium,standard,339.51,2,679.02,1,0.00
MLB-120051,2026-07-04,paid,home,classic,standard,171.92,1,171.92,1,0.00
MLB-120052,2026-07-17,partially_refunded,fashion,classic,standard,2055.94,3,6167.82,1,1233.56
MLB-120053,2026-07-07,paid,electronics,premium,heavy,2267.96,3,6803.88,10,0.00
MLB-120054,2026-07-06,paid,fashion,classic,standard,2068.43,1,2068.43,1,0.00
MLB-120055,2026-07-24,paid,electronics,classic,standard,58.90,3,176.70,3,0.00
MLB-120056,2026-07-18,cancelled,electronics,classic,heavy,560.93,3,1682.79,3,0.00
MLB-120057,2026-07-22,paid,toys,classic,standard,335.05,3,1005.15,3,0.00
MLB-120058,2026-07-07,delivered,home,premium,standard,29.94,1,29.94,12,0.00
MLB-120059,2026-07-06,delivered,books,premium,standard,71.89,1,71.89,6,0.00
MLB-120060,2026-07-05,delivered,electronics,premium,standard,331.10,2,662.20,6,0.00
MLB-120061,2026-07-01,delivered,fashion,classic,standard,327.40,2,654.80,3,0.00
MLB-120062,2026-07-17,partially_refunded,toys,premium,standard,269.93,1,269.93,3,80.98
MLB-120063,2026-07-23,delivered,toys,premium,standard,995.54,3,2986.62,12,0.00
MLB-120064,2026-07-14,delivered,books,premium,standard,35.79,1,35.79,12,0.00
MLB-120065,2026-07-18,delivered,fashion,premium,standard,62.12,1,62.12,10,0.00
MLB-120066,2026-07-05,delivered,home,premium,standard,392.89,1,392.89,12,0.00
MLB-120067,2026-07-16,delivered,toys,premium,standard,229.27,3,687.81,6,0.00
MLB-120068,2026-07-07,paid,toys,premium,standard,1664.02,1,1664.02,3,0.00
MLB-120069,2026-07-06,delivered,fashion,classic,standard,2091.13,2,4182.26,1,0.00
MLB-120070,2026-07-22,delivered,home,premium,standard,70.18,1,70.18,10,0.00
MLB-120071,2026-07-08,delivered,home,classic,heavy,2452.23,2,4904.46,3,0.00
MLB-120072,2026-07-07,paid,toys,premium,standard,577.63,1,577.63,12,0.00
MLB-120073,2026-07-10,delivered,toys,classic,standard,31.89,1,31.89,1,0.00
MLB-120074,2026-07-20,paid,fashion,premium,standard,35.95,3,107.85,1,0.00
MLB-120075,2026-07-15,paid,toys,classic,standard,424.39,1,424.39,3,0.00
MLB-120076,2026-07-04,delivered,toys,premium,standard,120.87,2,241.74,3,0.00
MLB-120077,2026-07-28,partially_refunded,home,classic,standard,39.06,1,39.06,1,27.34
MLB-120078,2026-07-16,delivered,home,premium,standard,399.85,2,799.70,10,0.00
MLB-120079,2026-07-03,delivered,home,premium,heavy,694.59,1,694.59,6,0.00
MLB-120080,2026-07-28,partially_refunded,fashion,premium,standard,247.14,1,247.14,3,148.28
MLB-120081,2026-07-03,paid,home,classic,standard,54.59,1,54.59,1,0.00
MLB-120082,2026-07-01,paid,electronics,classic,heavy,1524.56,3,4573.68,1,0.00
MLB-120083,2026-07-23,refunded,toys,classic,standard,155.23,1,155.23,1,155.23
MLB-120084,2026-07-18,paid,fashion,classic,standard,189.03,3,567.09,1,0.00
MLB-120085,2026-07-25,delivered,electronics,premium,standard,39.81,1,39.81,3,0.00
MLB-120086,2026-07-08,delivered,home,premium,standard,378.35,1,378.35,6,0.00
MLB-120087,2026-07-20,refunded,books,premium,standard,330.36,2,660.72,6,660.72
MLB-120088,2026-07-27,paid,electronics,classic,standard,262.58,3,787.74,3,0.00
MLB-120089,2026-07-02,delivered,fashion,classic,standard,56.36,1,56.36,3,0.00
MLB-120090,2026-07-13,partially_refunded,toys,premium,standard,248.95,2,497.90,12,199.16
MLB-120091,2026-07-25,paid,fashion,premium,standard,77.79,1,77.79,1,0.00
MLB-120092,2026-07-16,paid,books,premium,standard,723.69,1,723.69,12,0.00
MLB-120093,2026-07-19,delivered,books,classic,standard,181.57,2,363.14,1,0.00
MLB-120094,2026-07-14,delivered,fashion,classic,standard,927.22,1,927.22,1,0.00
MLB-120095,2026-07-10,paid,fashion,premium,standard,386.69,3,1160.07,3,0.00
MLB-120096,2026-07-26,paid,electronics,classic,standard,34.18,1,34.18,1,0.00
MLB-120097,2026-07-23,refunded,books,classic,standard,405.90,1,405.90,1,405.90
MLB-120098,2026-07-03,paid,electronics,classic,standard,175.65,2,351.30,1,0.00
MLB-120099,2026-07-20,delivered,toys,premium,standard,339.84,1,339.84,3,0.00
MLB-120100,2026-07-07,paid,fashion,premium,standard,107.92,1,107.92,10,0.00
MLB-120101,2026-07-26,partially_refunded,electronics,classic,heavy,1042.58,1,1042.58,1,312.77
MLB-120102,2026-07-07,delivered,toys,classic,standard,53.87,2,107.74,3,0.00
MLB-120103,2026-07-24,refunded,books,classic,standard,151.73,1,151.73,3,151.73
MLB-120104,2026-07-14,paid,home,classic,heavy,448.58,1,448.58,3,0.00
MLB-120105,2026-07-06,delivered,home,classic,standard,41.92,1,41.92,1,0.00
MLB-120106,2026-07-22,cancelled,fashion,classic,standard,1312.58,2,2625.16,1,0.00
MLB-120107,2026-07-26,partially_refunded,home,premium,standard,22.09,1,22.09,6,4.42
MLB-120108,2026-07-07,delivered,electronics,premium,heavy,1794.20,1,1794.20,1,0.00
MLB-120109,2026-07-07,delivered,home,classic,standard,306.36,3,919.08,1,0.00
MLB-120110,2026-07-13,delivered,toys,classic,standard,93.40,1,93.40,1,0.00
MLB-120111,2026-07-28,delivered,home,premium,standard,296.28,2,592.56,3,0.00
MLB-120112,2026-07-07,cancelled,electronics,classic,heavy,1203.62,3,3610.86,1,0.00
MLB-120113,2026-07-05,refunded,electronics,premium,standard,383.41,3,1150.23,6,1150.23
MLB-120114,2026-07-15,paid,books,classic,standard,1951.54,2,3903.08,1,0.00
MLB-120115,2026-07-14,paid,electronics,classic,standard,385.39,1,385.39,1,0.00
MLB-120116,2026-07-06,paid,fashion,classic,standard,36.39,1,36.39,1,0.00
MLB-120117,2026-07-17,delivered,books,classic,standard,46.14,1,46.14,1,0.00
MLB-120118,2026-07-03,delivered,electronics,classic,standard,26.09,1,26.09,1,0.00
MLB-120119,2026-07-16,paid,electronics,premium,standard,66.89,2,133.78,1,0.00
MLB-120120,2026-07-22,delivered,toys,classic,standard,26.13,1,26.13,1,0.00
MLB-120121,2026-07-26,paid,books,premium,standard,55.43,1,55.43,1,0.00
MLB-120122,2026-07-22,delivered,electronics,premium,standard,42.04,1,42.04,1,0.00
MLB-120123,2026-07-04,delivered,books,premium,standard,235.42,1,235.42,1,0.00
MLB-120124,2026-07-25,delivered,books,premium,standard,302.94,3,908.82,1,0.00
MLB-120125,2026-07-06,refunded,electronics,classic,standard,106.40,1,106.40,1,106.40
MLB-120126,2026-07-11,delivered,electronics,premium,standard,48.03,1,48.03,10,0.00
MLB-120127,2026-07-02,paid,electronics,classic,standard,45.58,1,45.58,1,0.00
MLB-120128,2026-07-03,paid,fashion,classic,standard,337.01,1,337.01,3,0.00
MLB-120129,2026-07-05,paid,fashion,classic,standard,298.49,1,298.49,3,0.00
MLB-120130,2026-07-06,paid,books,premium,standard,1259.83,2,2519.66,12,0.00
MLB-120131,2026-07-01,paid,fashion,classic,standard,496.03,1,496.03,1,0.00
MLB-120132,2026-07-06,paid,electronics,premium,standard,65.21,1,65.21,3,0.00
MLB-120133,2026-07-21,refunded,books,premium,standard,1711.19,1,1711.19,1,1711.19
MLB-120134,2026-07-04,refunded,toys,premium,standard,77.44,3,232.32,6,232.32
MLB-120135,2026-07-27,delivered,electronics,classic,heavy,1160.72,2,2321.44,1,0.00
MLB-120136,2026-07-02,delivered,electronics,premium,standard,47.70,1,47.70,12,0.00
MLB-120137,2026-07-20,cancelled,home,premium,standard,54.95,3,164.85,10,0.00
MLB-120138,2026-07-17,paid,books,classic,standard,211.99,1,211.99,1,0.00
MLB-120139,2026-07-26,paid,fashion,premium,standard,2145.21,1,2145.21,12,0.00
MLB-120140,2026-07-09,delivered,fashion,classic,standard,18.69,3,56.07,1,0.00
MLB-120141,2026-07-24,paid,toys,classic,standard,340.87,3,1022.61,1,0.00
MLB-120142,2026-07-25,paid,electronics,premium,heavy,1668.23,1,1668.23,3,0.00
MLB-120143,2026-07-18,delivered,books,premium,standard,289.14,1,289.14,10,0.00
MLB-120144,2026-07-20,paid,fashion,classic,standard,2471.68,1,2471.68,1,0.00
MLB-120145,2026-07-08,delivered,toys,classic,standard,976.39,1,976.39,3,0.00
MLB-120146,2026-07-27,refunded,books,classic,standard,350.62,1,350.62,1,350.62
MLB-120147,2026-07-05,cancelled,home,premium,standard,15.61,1,15.61,12,0.00
MLB-120148,2026-07-22,delivered,home,classic,standard,49.80,1,49.80,3,0.00
MLB-120149,2026-07-12,paid,toys,premium,standard,74.54,1,74.54,1,0.00
MLB-120150,2026-07-16,delivered,home,premium,standard,45.40,3,136.20,10,0.00
MLB-120151,2026-07-08,delivered,electronics,classic,heavy,1035.51,2,2071.02,3,0.00
MLB-120152,2026-07-13,delivered,toys,classic,standard,47.00,1,47.00,3,0.00
MLB-120153,2026-07-02,refunded,fashion,classic,standard,197.57,1,197.57,1,197.57
MLB-120154,2026-07-21,refunded,home,classic,standard,162.17,1,162.17,1,162.17
MLB-120155,2026-07-07,delivered,home,premium,standard,367.17,1,367.17,10,0.00
MLB-120156,2026-07-02,paid,electronics,premium,standard,19.90,1,19.90,1,0.00
MLB-120157,2026-07-26,delivered,electronics,premium,heavy,436.72,1,436.72,3,0.00
MLB-120158,2026-07-25,paid,books,classic,standard,77.31,3,231.93,1,0.00
MLB-120159,2026-07-09,delivered,fashion,premium,standard,149.83,1,149.83,3,0.00
MLB-120160,2026-07-07,paid,fashion,premium,standard,26.62,2,53.24,1,0.00
MLB-120161,2026-07-27,paid,books,classic,standard,146.42,1,146.42,1,0.00
MLB-120162,2026-07-28,delivered,electronics,premium,heavy,1188.57,1,1188.57,1,0.00
MLB-120163,2026-07-27,paid,home,premium,standard,286.11,2,572.22,12,0.00
MLB-120164,2026-07-08,delivered,fashion,classic,standard,78.31,2,156.62,1,0.00
MLB-120165,2026-07-06,delivered,books,classic,standard,39.99,1,39.99,3,0.00
MLB-120166,2026-07-07,delivered,electronics,premium,standard,231.11,1,231.11,12,0.00
MLB-120167,2026-07-07,paid,toys,premium,standard,78.95,3,236.85,12,0.00
MLB-120168,2026-07-04,delivered,toys,premium,standard,240.25,2,480.50,1,0.00
MLB-120169,2026-07-09,delivered,books,premium,standard,335.92,1,335.92,1,0.00
MLB-120170,2026-07-15,delivered,home,classic,standard,44.51,1,44.51,1,0.00
MLB-120171,2026-07-25,partially_refunded,toys,classic,standard,78.74,2,157.48,1,78.74
MLB-120172,2026-07-14,refunded,books,premium,standard,380.31,1,380.31,1,380.31
MLB-120173,2026-07-01,paid,electronics,classic,standard,85.52,1,85.52,1,0.00
MLB-120174,2026-07-08,paid,fashion,classic,standard,48.69,1,48.69,3,0.00
MLB-120175,2026-07-23,partially_refunded,fashion,premium,standard,235.42,2,470.84,1,282.50
MLB-120176,2026-07-19,paid,books,premium,standard,29.45,1,29.45,6,0.00
MLB-120177,2026-07-16,delivered,home,classic,standard,65.17,3,195.51,1,0.00
MLB-120178,2026-07-25,paid,electronics,premium,standard,51.63,2,103.26,3,0.00
MLB-120179,2026-07-19,delivered,electronics,classic,heavy,542.24,1,542.24,3,0.00
MLB-120180,2026-07-13,paid,home,classic,standard,302.33,1,302.33,3,0.00
MLB-120181,2026-07-04,paid,toys,classic,standard,73.31,3,219.93,1,0.00
MLB-120182,2026-07-18,delivered,home,classic,standard,47.36,2,94.72,1,0.00
MLB-120183,2026-07-16,paid,home,classic,standard,66.68,1,66.68,1,0.00
MLB-120184,2026-07-15,delivered,fashion,premium,standard,18.67,1,18.67,1,0.00
MLB-120185,2026-07-01,paid,fashion,classic,standard,295.59,2,591.18,1,0.00
MLB-120186,2026-07-21,paid,electronics,classic,standard,32.65,1,32.65,1,0.00
MLB-120187,2026-07-14,cancelled,books,premium,standard,355.19,1,355.19,12,0.00
MLB-120188,2026-07-28,refunded,home,classic,heavy,1095.10,2,2190.20,1,2190.20
MLB-120189,2026-07-26,delivered,home,classic,heavy,655.70,3,1967.10,1,0.00
MLB-120190,2026-07-10,paid,toys,classic,standard,18.98,1,18.98,1,0.00
MLB-120191,2026-07-05,paid,home,premium,standard,61.82,1,61.82,12,0.00
MLB-120192,2026-07-04,paid,fashion,premium,standard,77.02,3,231.06,6,0.00
MLB-120193,2026-07-16,delivered,electronics,premium,standard,329.15,1,329.15,1,0.00
MLB-120194,2026-07-06,delivered,electronics,classic,heavy,511.09,2,1022.18,1,0.00
MLB-120195,2026-07-24,paid,electronics,classic,heavy,979.47,1,979.47,3,0.00
MLB-120196,2026-07-20,paid,toys,premium,standard,2135.40,2,4270.80,10,0.00
MLB-120197,2026-07-27,delivered,electronics,premium,heavy,920.05,2,1840.10,12,0.00
MLB-120198,2026-07-01,delivered,electronics,classic,heavy,429.28,3,1287.84,1,0.00
MLB-120199,2026-07-01,delivered,electronics,classic,standard,241.85,2,483.70,1,0.00
MLB-120200,2026-07-20,delivered,books,premium,standard,1241.21,1,1241.21,1,0.00
MLB-120201,2026-07-19,delivered,books,classic,standard,447.13,2,894.26,1,0.00
MLB-120202,2026-07-24,delivered,home,premium,standard,27.72,1,27.72,6,0.00
MLB-120203,2026-07-17,paid,books,premium,standard,23.89,1,23.89,1,0.00
MLB-120204,2026-07-08,partially_refunded,books,classic,standard,515.11,1,515.11,1,103.02
MLB-120205,2026-07-13,delivered,books,classic,standard,2200.10,2,4400.20,1,0.00
MLB-120206,2026-07-13,paid,fashion,premium,standard,27.25,3,81.75,3,0.00
MLB-120207,2026-07-12,delivered,fashion,classic,standard,41.28,3,123.84,1,0.00
MLB-120208,2026-07-20,refunded,home,premium,heavy,1357.09,2,2714.18,3,2714.18
MLB-120209,2026-07-17,paid,electronics,classic,heavy,617.88,3,1853.64,1,0.00
MLB-120210,2026-07-04,refunded,books,classic,standard,121.28,1,121.28,3,121.28
MLB-120211,2026-07-11,paid,toys,classic,standard,1123.80,2,2247.60,1,0.00
MLB-120212,2026-07-01,paid,home,classic,heavy,1697.51,1,1697.51,1,0.00
MLB-120213,2026-07-25,paid,fashion,classic,standard,72.79,1,72.79,1,0.00
MLB-120214,2026-07-14,refunded,electronics,classic,standard,52.56,3,157.68,1,157.68
MLB-120215,2026-07-27,delivered,home,classic,heavy,1763.41,3,5290.23,1,0.00
MLB-120216,2026-07-02,delivered,toys,premium,standard,418.94,3,1256.82,1,0.00
MLB-120217,2026-07-16,paid,toys,classic,standard,63.28,1,63.28,1,0.00
MLB-120218,2026-07-05,paid,home,premium,standard,197.77,3,593.31,12,0.00
MLB-120219,2026-07-19,partially_refunded,fashion,premium,standard,73.95,3,221.85,1,110.93
MLB-120220,2026-07-25,paid,electronics,classic,standard,381.13,1,381.13,1,0.00
MLB-120221,2026-07-28,delivered,electronics,premium,standard,24.32,2,48.64,1,0.00
MLB-120222,2026-07-10,paid,electronics,premium,standard,395.88,1,395.88,12,0.00
MLB-120223,2026-07-28,delivered,electronics,classic,heavy,2065.70,1,2065.70,3,0.00
MLB-120224,2026-07-06,cancelled,electronics,classic,standard,72.53,3,217.59,1,0.00
MLB-120225,2026-07-28,paid,home,classic,heavy,558.43,1,558.43,1,0.00
MLB-120226,2026-07-08,delivered,books,premium,standard,26.69,3,80.07,1,0.00
MLB-120227,2026-07-12,delivered,fashion,classic,standard,259.99,3,779.97,1,0.00
MLB-120228,2026-07-11,paid,home,premium,heavy,2116.97,1,2116.97,6,0.00
MLB-120229,2026-07-06,delivered,books,classic,standard,1659.78,3,4979.34,1,0.00
MLB-120230,2026-07-20,delivered,toys,classic,standard,399.31,1,399.31,1,0.00
MLB-120231,2026-07-16,delivered,electronics,premium,heavy,2161.88,1,2161.88,1,0.00
MLB-120232,2026-07-17,paid,home,classic,standard,56.39,1,56.39,1,0.00
MLB-120233,2026-07-01,paid,electronics,classic,standard,349.18,1,349.18,3,0.00
MLB-120234,2026-07-06,paid,electronics,classic,heavy,426.47,2,852.94,1,0.00
MLB-120235,2026-07-09,delivered,toys,classic,standard,58.99,3,176.97,1,0.00
MLB-120236,2026-07-20,paid,books,classic,standard,343.59,1,343.59,3,0.00
MLB-120237,2026-07-19,delivered,electronics,classic,heavy,468.89,2,937.78,1,0.00
MLB-120238,2026-07-19,delivered,toys,classic,standard,342.11,2,684.22,1,0.00
MLB-120239,2026-07-04,paid,books,classic,standard,68.96,1,68.96,1,0.00
MLB-120240,2026-07-13,paid,toys,premium,standard,109.36,3,328.08,10,0.00
MLB-120241,2026-07-07,paid,home,premium,heavy,1343.58,1,1343.58,6,0.00
MLB-120242,2026-07-06,paid,home,classic,heavy,2415.67,3,7247.01,3,0.00
MLB-120243,2026-07-15,paid,electronics,premium,heavy,925.67,2,1851.34,10,0.00
MLB-120244,2026-07-06,delivered,toys,classic,standard,314.93,1,314.93,3,0.00
MLB-120245,2026-07-27,paid,books,classic,standard,862.45,1,862.45,1,0.00
MLB-120246,2026-07-15,delivered,books,premium,standard,21.36,1,21.36,12,0.00
MLB-120247,2026-07-01,paid,electronics,classic,standard,63.09,1,63.09,1,0.00
MLB-120248,2026-07-09,paid,books,classic,standard,22.02,1,22.02,1,0.00
MLB-120249,2026-07-09,paid,toys,premium,standard,400.21,2,800.42,1,0.00
MLB-120250,2026-07-24,delivered,books,premium,standard,349.45,1,349.45,3,0.00
MLB-120251,2026-07-01,paid,toys,premium,standard,74.68,1,74.68,12,0.00
MLB-120252,2026-07-19,delivered,books,classic,standard,63.43,1,63.43,1,0.00
MLB-120253,2026-07-15,paid,books,classic,standard,294.91,2,589.82,1,0.00
MLB-120254,2026-07-12,paid,toys,premium,standard,293.73,2,587.46,3,0.00
MLB-120255,2026-07-09,paid,toys,premium,standard,59.70,1,59.70,12,0.00
MLB-120256,2026-07-26,delivered,fashion,classic,standard,21.54,2,43.08,1,0.00
MLB-120257,2026-07-10,delivered,toys,classic,standard,2108.99,1,2108.99,1,0.00
MLB-120258,2026-07-11,partially_refunded,fashion,classic,standard,69.27,1,69.27,1,41.56
MLB-120259,2026-07-17,paid,fashion,classic,standard,33.03,1,33.03,1,0.00
MLB-120260,2026-07-02,delivered,books,premium,standard,2271.90,2,4543.80,12,0.00
MLB-120261,2026-07-07,paid,toys,premium,standard,15.34,1,15.34,6,0.00
MLB-120262,2026-07-06,delivered,toys,classic,standard,1769.85,1,1769.85,1,0.00
MLB-120263,2026-07-05,paid,home,premium,standard,37.25,1,37.25,12,0.00
MLB-120264,2026-07-17,delivered,toys,classic,standard,630.17,1,630.17,1,0.00
MLB-120265,2026-07-21,paid,electronics,premium,heavy,1950.93,1,1950.93,12,0.00
MLB-120266,2026-07-11,delivered,fashion,premium,standard,54.00,1,54.00,6,0.00
MLB-120267,2026-07-18,delivered,books,premium,standard,401.00,1,401.00,12,0.00
MLB-120268,2026-07-10,delivered,electronics,premium,standard,345.27,1,345.27,1,0.00
MLB-120269,2026-07-24,paid,electronics,premium,standard,56.42,3,169.26,10,0.00
MLB-120270,2026-07-18,delivered,electronics,classic,standard,67.67,1,67.67,1,0.00
MLB-120271,2026-07-07,delivered,home,classic,heavy,1109.86,1,1109.86,1,0.00
MLB-120272,2026-07-28,paid,books,premium,standard,15.04,1,15.04,3,0.00
MLB-120273,2026-07-24,delivered,books,premium,standard,2084.16,1,2084.16,1,0.00
MLB-120274,2026-07-04,cancelled,home,classic,heavy,1919.57,1,1919.57,3,0.00
MLB-120275,2026-07-23,partially_refunded,home,premium,standard,64.74,1,64.74,1,45.32
MLB-120276,2026-07-24,delivered,fashion,premium,standard,17.80,1,17.80,1,0.00
MLB-120277,2026-07-08,delivered,books,classic,standard,27.75,1,27.75,3,0.00
MLB-120278,2026-07-23,paid,books,premium,standard,143.63,1,143.63,1,0.00
MLB-120279,2026-07-27,paid,electronics,premium,standard,58.64,2,117.28,1,0.00
MLB-120280,2026-07-06,delivered,home,premium,standard,64.18,2,128.36,3,0.00
MLB-120281,2026-07-15,partially_refunded,electronics,classic,standard,323.93,1,323.93,1,129.57
MLB-120282,2026-07-17,paid,toys,classic,standard,449.35,3,1348.05,1,0.00
MLB-120283,2026-07-13,refunded,electronics,classic,standard,307.36,3,922.08,1,922.08
MLB-120284,2026-07-19,cancelled,electronics,premium,heavy,2433.19,1,2433.19,6,0.00
MLB-120285,2026-07-11,delivered,electronics,classic,standard,75.60,1,75.60,1,0.00
MLB-120286,2026-07-20,paid,electronics,classic,standard,286.10,1,286.10,1,0.00
MLB-120287,2026-07-17,partially_refunded,toys,classic,standard,1389.63,3,4168.89,1,2084.45
MLB-120288,2026-07-13,paid,toys,premium,standard,231.20,1,231.20,3,0.00
MLB-120289,2026-07-01,paid,electronics,classic,standard,119.02,3,357.06,1,0.00
MLB-120290,2026-07-10,paid,fashion,classic,standard,40.23,1,40.23,1,0.00
MLB-120291,2026-07-02,paid,electronics,classic,standard,25.65,1,25.65,1,0.00
MLB-120292,2026-07-14,paid,books,classic,standard,235.48,2,470.96,1,0.00
MLB-120293,2026-07-04,delivered,home,classic,standard,22.33,3,66.99,1,0.00
MLB-120294,2026-07-14,delivered,electronics,classic,standard,38.30,2,76.60,1,0.00
MLB-120295,2026-07-20,paid,fashion,premium,standard,240.57,3,721.71,1,0.00
MLB-120296,2026-07-15,delivered,books,premium,standard,122.61,3,367.83,12,0.00
MLB-120297,2026-07-22,paid,toys,classic,standard,64.42,1,64.42,1,0.00
MLB-120298,2026-07-14,paid,home,classic,standard,23.32,1,23.32,1,0.00
MLB-120299,2026-07-04,refunded,electronics,premium,standard,29.93,2,59.86,12,59.86
MLB-120300,2026-07-01,paid,toys,premium,standard,2365.09,1,2365.09,10,0.00
MLB-120301,2026-07-21,cancelled,home,premium,standard,259.84,1,259.84,6,0.00
MLB-120302,2026-07-04,paid,books,premium,standard,327.40,2,654.80,10,0.00
MLB-120303,2026-07-16,paid,electronics,classic,heavy,440.12,1,440.12,1,0.00
MLB-120304,2026-07-18,paid,books,premium,standard,35.20,2,70.40,1,0.00
MLB-120305,2026-07-11,delivered,fashion,premium,standard,1567.13,3,4701.39,1,0.00
MLB-120306,2026-07-02,delivered,books,classic,standard,1673.06,2,3346.12,1,0.00
MLB-120307,2026-07-11,paid,toys,premium,standard,39.39,1,39.39,3,0.00
MLB-120308,2026-07-13,cancelled,home,classic,heavy,2233.33,1,2233.33,1,0.00
MLB-120309,2026-07-17,paid,toys,classic,standard,1750.60,1,1750.60,3,0.00
MLB-120310,2026-07-12,refunded,fashion,premium,standard,59.37,3,178.11,6,178.11
MLB-120311,2026-07-11,delivered,toys,premium,standard,38.63,3,115.89,6,0.00
MLB-120312,2026-07-02,delivered,toys,classic,standard,208.50,1,208.50,1,0.00
MLB-120313,2026-07-23,paid,fashion,classic,standard,2480.77,1,2480.77,1,0.00
MLB-120314,2026-07-13,delivered,books,premium,standard,115.95,2,231.90,3,0.00
MLB-120315,2026-07-10,delivered,toys,classic,standard,347.50,1,347.50,1,0.00
MLB-120316,2026-07-09,partially_refunded,toys,premium,standard,2495.60,2,4991.20,1,2495.60
MLB-120317,2026-07-28,delivered,toys,premium,standard,184.41,2,368.82,1,0.00
MLB-120318,2026-07-21,cancelled,fashion,premium,standard,29.56,1,29.56,10,0.00
MLB-120319,2026-07-13,paid,home,classic,heavy,1371.42,1,1371.42,1,0.00
