settlement_id,order_id,settlement_date,type,gross_amount,marketplace_fee,shipping_fee,net_amount
ST-1000176,MLB-100160,2026-07-06,payment,381.78,-45.81,-21.90,314.07
ST-1000188,MLB-100172,2026-07-06,payment,587.90,-70.55,-39.90,477.45
ST-1000220,MLB-100199,2026-07-06,payment,1065.27,-181.10,-21.90,862.27
ST-1000242,MLB-100219,2026-07-06,payment,162.81,-38.29,-21.90,102.62
ST-1000246,MLB-100223,2026-07-06,payment,37.14,-11.08,0.00,26.06
ST-1000294,MLB-100262,2026-07-06,payment,65.95,-12.85,0.00,53.10
ST-1000300,MLB-100269,2026-07-06,payment,970.53,-126.17,-21.90,822.46
ST-1000319,MLB-100283,2026-07-06,payment,426.13,-76.70,-21.90,327.53
ST-1000026,MLB-100024,2026-07-07,payment,380.06,-68.41,-21.90,289.75
ST-1000028,MLB-100027,2026-07-07,payment,1911.30,-229.36,-39.90,1642.04
ST-1000049,MLB-100046,2026-07-07,payment,185.28,-52.10,-21.90,111.28
ST-1000072,MLB-100066,2026-07-07,payment,212.76,-52.79,-21.90,138.07
ST-1000093,MLB-100083,2026-07-07,payment,6424.56,-835.19,-21.90,5567.47
ST-1000107,MLB-100096,2026-07-07,payment,158.58,-25.37,-21.90,111.31
ST-1000129,MLB-100116,2026-07-07,payment,17.04,-11.08,0.00,5.96
ST-1000148,MLB-100133,2026-07-07,payment,2342.61,-398.24,-39.90,1904.47
ST-1000155,MLB-100139,2026-07-07,payment,3330.26,-366.33,-39.90,2924.03
ST-1000180,MLB-100164,2026-07-07,payment,6187.41,-1051.86,-39.90,5095.65
ST-1000187,MLB-100170,2026-07-07,payment,76.95,-13.95,0.00,63.00
ST-1000236,MLB-100213,2026-07-07,payment,3839.18,-499.09,-21.90,3318.19
ST-1000305,MLB-100273,2026-07-07,payment,2930.70,-468.91,-39.90,2421.89
ST-1000306,MLB-100274,2026-07-07,payment,68.26,-24.10,0.00,44.16
ST-1000014,MLB-100013,2026-07-08,payment,21.78,-9.95,0.00,11.83
ST-1000016,MLB-100015,2026-07-08,payment,4578.90,-595.26,-21.90,3961.74
ST-1000019,MLB-100018,2026-07-08,payment,2399.66,-311.96,-21.90,2065.80
ST-1000029,MLB-100028,2026-07-08,payment,45.10,-11.66,0.00,33.44
ST-1000064,MLB-100059,2026-07-08,payment,236.12,-30.70,-21.90,183.52
ST-1000078,MLB-100071,2026-07-08,payment,926.44,-148.23,-39.90,738.31
ST-1000081,MLB-100073,2026-07-08,payment,1225.66,-326.84,-39.90,858.92
ST-1000234,MLB-100212,2026-07-08,payment,2707.21,-541.44,-39.90,2125.87
ST-1000239,MLB-100216,2026-07-08,payment,1716.30,-274.61,-39.90,1401.79
ST-1000330,MLB-100293,2026-07-08,payment,3939.22,-472.71,-21.90,3444.61
ST-1000027,MLB-100026,2026-07-09,payment,343.77,-55.00,-21.90,266.87
ST-1000040,MLB-100038,2026-07-09,payment,365.62,-62.16,-21.90,281.56
ST-1000042,MLB-100039,2026-07-09,payment,195.84,-54.00,-21.90,119.94
ST-1000074,MLB-100068,2026-07-09,payment,111.00,-38.73,-21.90,50.37
ST-1000090,MLB-100079,2026-07-09,payment,514.29,-56.57,-21.90,435.82
ST-1000111,MLB-100100,2026-07-09,payment,3112.35,-373.48,-39.90,2698.97
ST-1000156,MLB-100140,2026-07-09,payment,49.85,-11.73,0.00,38.12
ST-1000191,MLB-100175,2026-07-09,payment,166.93,-47.30,-21.90,97.73
ST-1000244,MLB-100221,2026-07-09,payment,110.85,-30.94,-21.90,58.01
ST-1000284,MLB-100253,2026-07-09,payment,144.33,-17.32,-21.90,105.11
ST-1000297,MLB-100265,2026-07-09,payment,1227.42,-208.66,-39.90,978.86
ST-1000314,MLB-100280,2026-07-09,payment,108.44,-29.85,-21.90,56.69
ST-1000022,MLB-100021,2026-07-10,payment,75.80,-26.14,0.00,49.66
ST-1000058,MLB-100054,2026-07-10,payment,751.61,-212.96,-39.90,498.75
ST-1000097,MLB-100086,2026-07-10,payment,360.36,-54.05,-21.90,284.41
ST-1000108,MLB-100097,2026-07-10,payment,67.99,-16.45,0.00,51.54
ST-1000116,MLB-100104,2026-07-10,payment,462.22,-46.22,-21.90,394.10
ST-1000117,MLB-100105,2026-07-10,payment,1346.63,-228.93,-21.90,1095.80
ST-1000123,MLB-100111,2026-07-10,payment,37.45,-12.62,0.00,24.83
ST-1000147,MLB-100132,2026-07-10,payment,137.72,-20.66,-21.90,95.16
ST-1000166,MLB-100149,2026-07-10,payment,4024.56,-482.95,-21.90,3519.71
ST-1000200,MLB-100183,2026-07-10,payment,108.33,-36.08,-21.90,50.35
ST-1000202,MLB-100185,2026-07-10,payment,191.02,-24.83,-21.90,144.29
ST-1000219,MLB-100198,2026-07-10,payment,2367.57,-284.11,-21.90,2061.56
ST-1000222,MLB-100201,2026-07-10,payment,1189.47,-202.21,-21.90,965.36
ST-1000228,MLB-100207,2026-07-10,payment,101.59,-17.27,-21.90,62.42
ST-1000268,MLB-100239,2026-07-10,payment,3747.40,-749.48,-39.90,2958.02
ST-1000052,MLB-100049,2026-07-11,payment,2470.26,-419.94,-21.90,2028.42
ST-1000060,MLB-100055,2026-07-11,payment,783.60,-125.38,-21.90,636.32
ST-1000061,MLB-100056,2026-07-11,payment,1127.16,-135.26,-21.90,970.00
ST-1000062,MLB-100057,2026-07-11,payment,2652.18,-397.83,-21.90,2232.45
ST-1000136,MLB-100121,2026-07-11,refund,-312.13,34.33,0.00,-277.80
ST-1000159,MLB-100143,2026-07-11,payment,153.34,-30.67,-21.90,100.77
ST-1000178,MLB-100162,2026-07-11,payment,43.18,-13.16,0.00,30.02
ST-1000205,MLB-100187,2026-07-11,payment,2380.47,-357.75,-21.90,2000.82
ST-1000206,MLB-100188,2026-07-11,payment,1174.29,-176.14,-21.90,976.25
ST-1000221,MLB-100200,2026-07-11,payment,204.15,-51.41,-21.90,130.84
ST-1000226,MLB-100205,2026-07-11,payment,1134.86,-136.18,-21.90,976.78
ST-1000243,MLB-100220,2026-07-11,payment,1053.35,-179.07,-39.90,834.38
ST-1000253,MLB-100229,2026-07-11,payment,43.69,-12.80,0.00,30.89
ST-1000272,MLB-100243,2026-07-11,payment,2715.96,-461.71,-39.90,2214.35
ST-1000276,MLB-100247,2026-07-11,payment,552.77,-165.83,-21.90,365.04
ST-1000285,MLB-100254,2026-07-11,payment,135.76,-36.94,-21.90,76.92
ST-1000304,MLB-100272,2026-07-11,payment,4154.43,-664.71,-39.90,3449.82
ST-1000321,MLB-100285,2026-07-11,payment,4713.26,-801.25,-39.90,3872.11
ST-1000046,MLB-100042,2026-07-12,payment,68.84,-18.64,0.00,50.20
ST-1000056,MLB-100052,2026-07-12,refund,-393.18,47.18,0.00,-346.00
ST-1000077,MLB-100070,2026-07-12,payment,1816.56,0.00,0.00,1816.56
ST-1000086,MLB-100076,2026-07-12,payment,721.68,-115.47,-21.90,584.31
ST-1000100,MLB-100089,2026-07-12,payment,4009.17,-521.19,-21.90,3466.08
ST-1000121,MLB-100109,2026-07-12,payment,657.67,-65.77,-21.90,570.00
ST-1000127,MLB-100114,2026-07-12,payment,3178.82,-476.82,-21.90,2680.10
ST-1000164,MLB-100147,2026-07-12,payment,180.50,-30.69,-21.90,127.91
ST-1000174,MLB-100158,2026-07-12,payment,194.40,-51.80,-21.90,120.70
ST-1000189,MLB-100173,2026-07-12,payment,192.70,-28.91,-21.90,141.89
ST-1000193,MLB-100176,2026-07-12,payment,213.76,-38.48,-21.90,153.38
ST-1000197,MLB-100180,2026-07-12,payment,768.52,-84.54,-21.90,662.08
ST-1000240,MLB-100217,2026-07-12,payment,1976.04,-316.17,-39.90,1619.97
ST-1000283,MLB-100252,2026-07-12,payment,3336.32,-533.81,-39.90,2762.61
ST-1000311,MLB-100278,2026-07-12,payment,19.80,-8.82,0.00,10.98
ST-1000009,MLB-100008,2026-07-13,refund,-48.23,16.95,0.00,-31.28
ST-1000065,MLB-100060,2026-07-13,payment,74.56,-17.43,0.00,57.13
ST-1000104,MLB-100092,2026-07-13,payment,64.55,-15.93,0.00,48.62
ST-1000106,MLB-100095,2026-07-13,payment,61.13,-16.64,0.00,44.49
ST-1000112,MLB-100101,2026-07-13,payment,62.31,-13.73,0.00,48.58
ST-1000113,MLB-100102,2026-07-13,payment,2211.87,-398.14,-21.90,1791.83
ST-1000120,MLB-100108,2026-07-13,payment,831.30,-99.76,-21.90,709.64
ST-1000133,MLB-100119,2026-07-13,payment,350.37,-38.54,-21.90,289.93
ST-1000301,MLB-100269,2026-07-13,refund,-970.53,126.17,0.00,-844.36
ST-1000309,MLB-100276,2026-07-13,payment,1285.15,-128.52,-21.90,1134.73
ST-1000018,MLB-100017,2026-07-14,payment,31.27,-10.00,0.00,21.27
ST-1000031,MLB-100030,2026-07-14,payment,246.61,-36.99,-21.90,187.72
ST-1000073,MLB-100067,2026-07-14,payment,840.06,-126.01,-21.90,692.15
ST-1000087,MLB-100077,2026-07-14,payment,26.36,-9.68,0.00,16.68
ST-1000130,MLB-100116,2026-07-14,payment,11.36,0.00,0.00,11.36
ST-1000139,MLB-100124,2026-07-14,payment,547.04,-93.00,-39.90,414.14
ST-1000165,MLB-100148,2026-07-14,payment,131.62,-17.11,-21.90,92.61
ST-1000258,MLB-100232,2026-07-14,payment,2073.46,-311.02,-21.90,1740.54
ST-1000267,MLB-100238,2026-07-14,payment,396.00,-67.32,-21.90,306.78
ST-1000278,MLB-100248,2026-07-14,payment,185.81,-22.30,-21.90,141.61
ST-1000307,MLB-100274,2026-07-14,refund,-34.13,12.05,0.00,-22.08
ST-1000337,MLB-100300,2026-07-14,payment,17.83,-9.46,0.00,8.37
ST-1000020,MLB-100019,2026-07-15,payment,144.18,-36.05,-21.90,86.23
ST-1000082,MLB-100073,2026-07-15,payment,817.10,0.00,0.00,817.10
ST-1000092,MLB-100082,2026-07-15,payment,153.54,-32.46,-21.90,99.18
ST-1000131,MLB-100117,2026-07-15,payment,1080.57,-183.70,-21.90,874.97
ST-1000145,MLB-100130,2026-07-15,payment,110.04,-37.46,-21.90,50.68
ST-1000172,MLB-100156,2026-07-15,payment,30.26,-11.39,0.00,18.87
ST-1000175,MLB-100159,2026-07-15,payment,66.70,-16.92,0.00,49.78
ST-1000235,MLB-100212,2026-07-15,payment,1804.81,0.00,0.00,1804.81
ST-1000262,MLB-100235,2026-07-15,payment,458.50,-45.85,-21.90,390.75
ST-1000290,MLB-100259,2026-07-15,payment,1488.69,-178.64,-39.90,1270.15
ST-1000013,MLB-100012,2026-07-16,payment,2148.78,-214.88,-21.90,1912.00
ST-1000017,MLB-100016,2026-07-16,payment,873.40,-131.01,-21.90,720.49
ST-1000041,MLB-100038,2026-07-16,refund,-182.81,31.08,0.00,-151.73
ST-1000043,MLB-100040,2026-07-16,payment,259.36,-25.94,-21.90,211.52
ST-1000050,MLB-100047,2026-07-16,payment,1731.00,-207.72,-39.90,1483.38
ST-1000110,MLB-100099,2026-07-16,payment,69.05,-17.99,0.00,51.06
ST-1000157,MLB-100140,2026-07-16,refund,-29.91,7.04,0.00,-22.87
ST-1000186,MLB-100169,2026-07-16,payment,2113.16,-232.45,-39.90,1840.81
ST-1000192,MLB-100175,2026-07-16,payment,111.29,0.00,0.00,111.29
ST-1000208,MLB-100190,2026-07-16,payment,27.79,-10.42,0.00,17.37
ST-1000215,MLB-100195,2026-07-16,payment,1062.32,-180.59,-21.90,859.83
ST-1000227,MLB-100206,2026-07-16,payment,2178.36,-239.62,-39.90,1898.84
ST-1000248,MLB-100225,2026-07-16,payment,1269.70,-152.36,-39.90,1077.44
ST-1000279,MLB-100249,2026-07-16,payment,507.62,-152.29,-21.90,333.43
ST-1000315,MLB-100280,2026-07-16,refund,-108.44,29.85,0.00,-78.59
ST-1000327,MLB-100291,2026-07-16,payment,947.99,-94.80,-21.90,831.29
ST-1000333,MLB-100296,2026-07-16,payment,190.42,-30.47,-21.90,138.05
ST-1000336,MLB-100299,2026-07-16,payment,302.06,-51.35,-21.90,228.81
ST-1000004,MLB-100004,2026-07-17,payment,84.34,-12.65,-21.90,49.79
ST-1000012,MLB-100011,2026-07-17,payment,78.33,-19.57,0.00,58.76
ST-1000059,MLB-100054,2026-07-17,payment,501.08,0.00,0.00,501.08
ST-1000095,MLB-100085,2026-07-17,payment,48.78,-22.26,-21.90,4.62
ST-1000150,MLB-100135,2026-07-17,payment,52.17,-11.47,0.00,40.70
ST-1000169,MLB-100153,2026-07-17,payment,377.80,-56.67,-21.90,299.23
ST-1000231,MLB-100210,2026-07-17,payment,299.84,-32.98,-21.90,244.96
ST-1000237,MLB-100215,2026-07-17,payment,70.69,-15.44,0.00,55.25
ST-1000269,MLB-100239,2026-07-17,payment,2498.27,0.00,0.00,2498.27
ST-1000302,MLB-100270,2026-07-17,payment,31.58,-11.62,0.00,19.96
ST-1000339,MLB-100045,2026-07-17,payment,52.58,-11.51,0.00,41.07
ST-1000006,MLB-100006,2026-07-18,payment,166.14,-16.61,-21.90,127.63
ST-1000032,MLB-100031,2026-07-18,payment,111.49,-18.95,-21.90,70.64
ST-1000053,MLB-100049,2026-07-18,refund,-2470.26,419.94,0.00,-2050.32
ST-1000067,MLB-100061,2026-07-18,payment,938.22,-168.88,-21.90,747.44
ST-1000119,MLB-100107,2026-07-18,payment,61.63,-13.65,0.00,47.98
ST-1000160,MLB-100143,2026-07-18,payment,102.23,0.00,0.00,102.23
ST-1000277,MLB-100247,2026-07-18,payment,368.51,0.00,0.00,368.51
ST-1000322,MLB-100285,2026-07-18,refund,-3299.28,560.88,0.00,-2738.40
ST-1000331,MLB-100294,2026-07-18,payment,4969.52,-745.43,-21.90,4202.19
ST-1000021,MLB-100020,2026-07-19,payment,1153.02,-196.01,-21.90,935.11
ST-1000033,MLB-100032,2026-07-19,payment,134.30,-36.67,-21.90,75.73
ST-1000047,MLB-100043,2026-07-19,payment,529.97,-79.50,-21.90,428.57
ST-1000124,MLB-100112,2026-07-19,payment,620.79,-93.12,-21.90,505.77
ST-1000141,MLB-100126,2026-07-19,payment,69.53,-18.77,0.00,50.76
ST-1000249,MLB-100226,2026-07-19,payment,860.06,-258.02,-21.90,580.14
ST-1000251,MLB-100227,2026-07-19,payment,2274.66,-250.21,-39.90,1984.55
ST-1000270,MLB-100240,2026-07-19,payment,42.91,-11.40,0.00,31.51
ST-1000292,MLB-100261,2026-07-19,payment,173.85,-20.86,-21.90,131.09
ST-1000312,MLB-100279,2026-07-19,payment,1718.20,-309.28,-21.90,1387.02
ST-1000320,MLB-100284,2026-07-19,payment,2478.74,-421.39,-39.90,2017.45
ST-1000066,MLB-100060,2026-07-20,refund,-74.56,0.00,0.00,-74.56
ST-1000083,MLB-100074,2026-07-20,payment,1049.52,-125.94,-21.90,901.68
ST-1000118,MLB-100106,2026-07-20,payment,2278.98,-387.43,-39.90,1851.65
ST-1000126,MLB-100113,2026-07-20,payment,1309.59,-235.73,-21.90,1051.96
ST-1000151,MLB-100136,2026-07-20,payment,1270.14,-228.63,-21.90,1019.61
ST-1000223,MLB-100202,2026-07-20,payment,45.06,-13.01,0.00,32.05
ST-1000241,MLB-100218,2026-07-20,payment,76.99,-15.49,0.00,61.50
ST-1000256,MLB-100231,2026-07-20,payment,118.28,-26.69,-21.90,69.69
ST-1000291,MLB-100260,2026-07-20,payment,3826.90,-497.50,-21.90,3307.50
ST-1000318,MLB-100282,2026-07-20,payment,132.76,-25.78,-21.90,85.08
ST-1000038,MLB-100035,2026-07-21,payment,144.29,-21.64,-21.90,100.75
ST-1000051,MLB-100048,2026-07-21,payment,114.18,-19.41,-21.90,72.87
ST-1000071,MLB-100065,2026-07-21,payment,1870.14,-187.01,-21.90,1661.23
ST-1000134,MLB-100120,2026-07-21,payment,3584.00,-358.40,-21.90,3203.70
ST-1000168,MLB-100151,2026-07-21,payment,218.10,-23.99,-21.90,172.21
ST-1000214,MLB-100194,2026-07-21,payment,6789.36,-746.83,-39.90,6002.63
ST-1000252,MLB-100228,2026-07-21,payment,2985.74,-388.15,-21.90,2575.69
ST-1000259,MLB-100232,2026-07-21,refund,-2073.46,311.02,0.00,-1762.44
ST-1000332,MLB-100295,2026-07-21,payment,205.92,-53.76,-21.90,130.26
ST-1000340,MLB-109378,2026-07-21,payment,661.91,-86.05,0.00,575.86
ST-1000001,MLB-100001,2026-07-22,payment,43.38,-11.89,0.00,31.49
ST-1000101,MLB-100090,2026-07-22,payment,291.15,-37.85,-21.90,231.40
ST-1000102,MLB-100091,2026-07-22,payment,3866.91,-618.71,-39.90,3208.30
ST-1000152,MLB-100137,2026-07-22,payment,157.61,-25.22,-21.90,110.49
ST-1000153,MLB-100138,2026-07-22,payment,333.87,-33.39,-21.90,278.58
ST-1000158,MLB-100141,2026-07-22,payment,42.84,-12.68,0.00,30.16
ST-1000161,MLB-100144,2026-07-22,payment,199.05,-48.61,-21.90,128.54
ST-1000177,MLB-100161,2026-07-22,payment,5924.10,-651.65,-39.90,5232.55
ST-1000207,MLB-100189,2026-07-22,payment,692.97,-69.30,-21.90,601.77
ST-1000213,MLB-100193,2026-07-22,payment,40.06,-10.26,0.00,29.80
ST-1000299,MLB-100267,2026-07-22,payment,58.21,-16.15,0.00,42.06
ST-1000323,MLB-100286,2026-07-22,payment,203.32,-34.56,-21.90,146.86
ST-1000044,MLB-100040,2026-07-23,refund,-77.81,7.78,0.00,-70.03
ST-1000144,MLB-100129,2026-07-23,payment,960.64,-172.92,-21.90,765.82
ST-1000260,MLB-100233,2026-07-23,payment,2212.89,-331.93,-21.90,1859.06
ST-1000280,MLB-100249,2026-07-23,payment,338.42,0.00,0.00,338.42
ST-1000298,MLB-100266,2026-07-23,payment,19.81,-9.62,0.00,10.19
ST-1000324,MLB-100287,2026-07-23,payment,4841.25,-484.13,-21.90,4335.22
ST-1000035,MLB-100033,2026-07-24,payment,252.49,-71.54,-39.90,141.05
ST-1000096,MLB-100085,2026-07-24,payment,32.52,0.00,0.00,32.52
ST-1000171,MLB-100155,2026-07-24,payment,112.78,-12.41,-21.90,78.47
ST-1000173,MLB-100157,2026-07-24,payment,780.76,-93.69,-39.90,647.17
ST-1000210,MLB-100191,2026-07-24,payment,123.23,-14.79,-21.90,86.54
ST-1000230,MLB-100209,2026-07-24,payment,1823.37,-309.97,-21.90,1491.50
ST-1000238,MLB-100215,2026-07-24,refund,-28.28,6.18,0.00,-22.10
ST-1000254,MLB-100230,2026-07-24,payment,155.52,-43.63,-21.90,89.99
ST-1000296,MLB-100264,2026-07-24,payment,304.25,-39.55,-21.90,242.80
ST-1000310,MLB-100277,2026-07-24,payment,55.56,-13.47,0.00,42.09
ST-1000011,MLB-100010,2026-07-25,payment,1921.07,-249.74,-21.90,1649.43
ST-1000030,MLB-100029,2026-07-25,payment,954.37,-143.16,-21.90,789.31
ST-1000070,MLB-100064,2026-07-25,payment,20.50,-8.71,0.00,11.79
ST-1000146,MLB-100131,2026-07-25,payment,63.33,-29.52,0.00,33.81
ST-1000196,MLB-100179,2026-07-25,payment,99.78,-29.73,-21.90,48.15
ST-1000232,MLB-100211,2026-07-25,payment,125.49,-41.34,-21.90,62.25
ST-1000261,MLB-100234,2026-07-25,payment,1374.44,-247.40,-21.90,1105.14
ST-1000274,MLB-100245,2026-07-25,payment,76.80,-13.93,0.00,62.87
ST-1000286,MLB-100255,2026-07-25,payment,291.81,-32.10,-21.90,237.81
ST-1000034,MLB-100032,2026-07-26,refund,-134.30,36.67,0.00,-97.63
ST-1000048,MLB-100043,2026-07-26,refund,-529.97,79.50,0.00,-450.47
ST-1000084,MLB-100075,2026-07-26,payment,2502.23,-625.56,-21.90,1854.77
ST-1000125,MLB-100112,2026-07-26,refund,-620.79,93.12,0.00,-527.67
ST-1000132,MLB-100118,2026-07-26,payment,1906.28,-209.69,-39.90,1656.69
ST-1000140,MLB-100125,2026-07-26,payment,769.43,-130.80,-21.90,616.73
ST-1000250,MLB-100226,2026-07-26,payment,573.37,0.00,0.00,573.37
ST-1000281,MLB-100250,2026-07-26,payment,48.74,-17.37,0.00,31.37
ST-1000287,MLB-100256,2026-07-26,payment,28.44,-9.66,0.00,18.78
ST-1000293,MLB-100261,2026-07-26,refund,-86.93,10.43,0.00,-76.50
ST-1000313,MLB-100279,2026-07-26,refund,-1718.20,309.28,0.00,-1408.92
ST-1000326,MLB-100290,2026-07-26,payment,253.96,-27.94,-21.90,204.12
ST-1000007,MLB-100007,2026-07-27,payment,233.40,-28.01,-21.90,183.49
ST-1000024,MLB-100023,2026-07-27,payment,235.35,-42.29,-21.90,171.16
ST-1000162,MLB-100145,2026-07-27,payment,4789.54,-718.43,-21.90,4049.21
ST-1000183,MLB-100167,2026-07-27,payment,74.09,-14.40,0.00,59.69
ST-1000190,MLB-100174,2026-07-27,payment,251.24,-42.71,-21.90,186.63
ST-1000194,MLB-100177,2026-07-27,payment,512.32,-56.36,-21.90,434.06
ST-1000257,MLB-100231,2026-07-27,refund,-118.28,26.69,0.00,-91.59
ST-1000271,MLB-100242,2026-07-27,payment,30.12,-11.37,0.00,18.75
ST-1000275,MLB-100246,2026-07-27,payment,4459.65,-535.16,-39.90,3884.59
ST-1000295,MLB-100263,2026-07-27,payment,240.03,-28.80,-21.90,189.33
ST-1000308,MLB-100275,2026-07-27,payment,81.56,-26.37,-21.90,33.29
ST-1000015,MLB-100014,2026-07-28,payment,436.06,-65.41,-21.90,348.75
ST-1000045,MLB-100041,2026-07-28,payment,374.89,-48.74,-21.90,304.25
ST-1000122,MLB-100110,2026-07-28,payment,585.49,-99.53,-21.90,464.06
ST-1000185,MLB-100168,2026-07-28,payment,406.02,-84.49,-21.90,299.63
ST-1000203,MLB-100186,2026-07-28,payment,57.67,-13.17,0.00,44.50
ST-1000209,MLB-100190,2026-07-28,chargeback,-27.79,0.00,0.00,-27.79
ST-1000265,MLB-100237,2026-07-28,payment,531.18,-106.24,-39.90,385.04
ST-1000273,MLB-100244,2026-07-28,payment,751.02,-112.65,-21.90,616.47
ST-1000316,MLB-100281,2026-07-28,payment,1501.99,-180.24,-21.90,1299.85
ST-1000003,MLB-100003,2026-07-29,payment,281.98,-42.30,-21.90,217.78
ST-1000010,MLB-100009,2026-07-29,payment,194.42,-23.33,-21.90,149.19
ST-1000068,MLB-100062,2026-07-29,payment,75.50,-23.83,0.00,51.67
ST-1000088,MLB-100078,2026-07-29,payment,3936.84,-433.05,-39.90,3463.89
ST-1000091,MLB-100080,2026-07-29,payment,286.48,-28.65,-21.90,235.93
ST-1000099,MLB-100088,2026-07-29,payment,363.47,-54.52,-21.90,287.05
ST-1000103,MLB-100091,2026-07-29,refund,-3866.91,618.71,0.00,-3248.20
ST-1000114,MLB-100103,2026-07-29,payment,1937.36,-232.48,-21.90,1682.98
ST-1000128,MLB-100115,2026-07-29,payment,418.40,-46.02,-39.90,332.48
ST-1000138,MLB-100123,2026-07-29,payment,1373.31,-178.53,-21.90,1172.88
ST-1000142,MLB-100127,2026-07-29,payment,529.08,-63.49,-21.90,443.69
ST-1000143,MLB-100128,2026-07-29,payment,4040.06,-525.21,-21.90,3492.95
ST-1000154,MLB-100138,2026-07-29,refund,-333.87,33.39,0.00,-300.48
ST-1000170,MLB-100154,2026-07-29,payment,2461.56,-369.23,-21.90,2070.43
ST-1000181,MLB-100165,2026-07-29,payment,101.28,-28.70,-21.90,50.68
ST-1000199,MLB-100182,2026-07-29,payment,340.84,-61.35,-21.90,257.59
ST-1000216,MLB-100196,2026-07-29,payment,2815.30,-450.45,-39.90,2324.95
ST-1000217,MLB-100197,2026-07-29,payment,168.49,-30.89,-21.90,115.70
ST-1000225,MLB-100204,2026-07-29,payment,369.21,-62.77,-21.90,284.54
ST-1000229,MLB-100208,2026-07-29,payment,369.05,-44.29,-21.90,302.86
ST-1000063,MLB-100058,2026-07-30,payment,206.54,-26.85,-21.90,157.79
ST-1000163,MLB-100146,2026-07-30,payment,77.60,-15.56,0.00,62.04
ST-1000179,MLB-100163,2026-07-30,payment,32.16,-9.47,0.00,22.69
ST-1000247,MLB-100224,2026-07-30,payment,1972.08,-295.81,-21.90,1654.37
ST-1000023,MLB-100022,2026-07-31,payment,346.85,-38.15,-21.90,286.80
ST-1000036,MLB-100033,2026-07-31,payment,168.33,0.00,0.00,168.33
ST-1000079,MLB-100072,2026-07-31,payment,1175.13,-254.61,-21.90,898.62
ST-1000137,MLB-100122,2026-07-31,payment,105.62,-28.34,-21.90,55.38
ST-1000201,MLB-100184,2026-07-31,payment,371.87,-63.22,-21.90,286.75
ST-1000211,MLB-100191,2026-07-31,refund,-49.29,5.92,0.00,-43.37
ST-1000255,MLB-100230,2026-07-31,refund,-155.52,43.63,0.00,-111.89
ST-1000263,MLB-100236,2026-07-31,payment,703.43,-105.51,-21.90,576.02
ST-1000282,MLB-100251,2026-07-31,payment,3641.85,-400.60,-39.90,3201.35
ST-1000303,MLB-100271,2026-07-31,payment,189.18,-22.70,-21.90,144.58
ST-1000325,MLB-100288,2026-07-31,payment,24.85,-10.23,0.00,14.62
ST-1000328,MLB-100292,2026-07-31,payment,1340.61,-201.09,-21.90,1117.62
ST-1000233,MLB-100211,2026-08-01,refund,-125.49,41.34,0.00,-84.15
ST-1000085,MLB-100075,2026-08-02,payment,1668.15,0.00,0.00,1668.15
ST-1000288,MLB-100256,2026-08-02,refund,-28.44,9.66,0.00,-18.78
ST-1000025,MLB-100023,2026-08-03,refund,-235.35,42.29,0.00,-193.06
ST-1000184,MLB-100167,2026-08-03,refund,-44.45,8.64,0.00,-35.81
