settlement_id,order_id,settlement_date,type,gross_amount,marketplace_fee,shipping_fee,net_amount
ST-1300140,MLB-130131,2026-07-29,payment,1865.01,-205.15,-39.90,1619.96
ST-1300147,MLB-130137,2026-07-29,refund,-1588.24,190.59,0.00,-1397.65
ST-1300016,MLB-130016,2026-07-30,payment,2197.48,-219.75,-21.90,1955.83
ST-1300019,MLB-130018,2026-07-30,refund,-367.55,62.48,0.00,-305.07
ST-1300094,MLB-130087,2026-07-30,payment,116.26,-26.45,-21.90,67.91
ST-1300107,MLB-130098,2026-07-30,payment,1131.90,-203.74,-21.90,906.26
ST-1300149,MLB-130139,2026-07-30,payment,414.60,-49.75,-21.90,342.95
ST-1300034,MLB-130031,2026-07-31,payment,785.51,-117.83,-21.90,645.78
ST-1300042,MLB-130038,2026-07-31,payment,2670.62,-454.01,-21.90,2194.71
ST-1300057,MLB-130053,2026-07-31,payment,1966.39,-334.29,-21.90,1610.20
ST-1300068,MLB-130064,2026-07-31,payment,59.78,-16.41,0.00,43.37
ST-1300070,MLB-130066,2026-07-31,payment,6351.75,-825.73,-21.90,5504.12
ST-1300136,MLB-130126,2026-07-31,payment,4876.38,-731.46,-21.90,4123.02
ST-1300156,MLB-130146,2026-07-31,refund,-64.96,13.40,0.00,-51.56
ST-1300021,MLB-130019,2026-08-04,refund,-96.81,16.46,0.00,-80.35
ST-1300037,MLB-130033,2026-08-04,refund,-45.56,12.05,0.00,-33.51
ST-1300077,MLB-130072,2026-08-07,chargeback,-6057.99,0.00,0.00,-6057.99
