settlement_id,order_id,settlement_date,type,gross_amount,marketplace_fee,shipping_fee,net_amount
ST-0900130,MLB-090107,2026-07-07,payment,2218.26,-377.10,-39.90,1801.26
ST-0900137,MLB-090115,2026-07-07,payment,81.65,-41.88,-21.90,17.87
ST-0900184,MLB-090156,2026-07-07,payment,220.16,-37.43,-21.90,160.83
ST-0900199,MLB-090166,2026-07-07,payment,15.82,-8.31,0.00,7.51
ST-0900244,MLB-090205,2026-07-07,payment,31.88,-11.99,0.00,19.89
ST-0900288,MLB-090243,2026-07-07,payment,2534.22,-456.16,-39.90,2038.16
ST-0900298,MLB-099824,2026-07-07,payment,425.56,-55.32,0.00,370.24
ST-0900022,MLB-090019,2026-07-08,payment,2962.59,-325.88,-39.90,2596.81
ST-0900026,MLB-090023,2026-07-08,payment,1485.68,-371.42,-21.90,1092.36
ST-0900078,MLB-090064,2026-07-08,payment,3152.48,-378.30,-21.90,2752.28
ST-0900103,MLB-090085,2026-07-08,payment,296.78,-47.48,-21.90,227.40
ST-0900104,MLB-090086,2026-07-08,payment,727.50,-130.95,-21.90,574.65
ST-0900143,MLB-090121,2026-07-08,payment,852.87,-102.34,-39.90,710.63
ST-0900175,MLB-090147,2026-07-08,payment,1540.81,-154.08,-21.90,1364.83
ST-0900203,MLB-090170,2026-07-08,payment,404.12,-68.70,-21.90,313.52
ST-0900257,MLB-090216,2026-07-08,payment,821.10,-106.74,-21.90,692.46
ST-0900258,MLB-090217,2026-07-08,payment,812.60,-138.14,-21.90,652.56
ST-0900275,MLB-090230,2026-07-08,payment,103.44,-30.08,-21.90,51.46
ST-0900144,MLB-090122,2026-07-09,payment,2153.31,-344.53,-39.90,1768.88
ST-0900227,MLB-090190,2026-07-09,payment,1144.89,-206.08,-21.90,916.91
ST-0900236,MLB-090198,2026-07-09,payment,29.44,-9.49,0.00,19.95
ST-0900255,MLB-090214,2026-07-09,payment,135.78,-34.22,-21.90,79.66
ST-0900282,MLB-090237,2026-07-09,payment,1497.77,-224.67,-21.90,1251.20
ST-0900293,MLB-090248,2026-07-09,payment,1199.36,-203.89,-21.90,973.57
ST-0900019,MLB-090016,2026-07-10,payment,4947.22,-494.72,-21.90,4430.60
ST-0900023,MLB-090020,2026-07-10,payment,1866.17,-242.60,-21.90,1601.67
ST-0900068,MLB-090056,2026-07-10,payment,2223.71,-244.61,-39.90,1939.20
ST-0900073,MLB-090059,2026-07-10,payment,849.42,-110.42,-21.90,717.10
ST-0900127,MLB-090105,2026-07-10,payment,74.82,-25.97,0.00,48.85
ST-0900134,MLB-090111,2026-07-10,payment,5216.31,-521.63,-21.90,4672.78
ST-0900158,MLB-090135,2026-07-10,payment,43.88,-13.71,0.00,30.17
ST-0900218,MLB-090182,2026-07-10,payment,58.92,-15.09,0.00,43.83
ST-0900231,MLB-090194,2026-07-10,payment,155.19,-43.58,-21.90,89.71
ST-0900292,MLB-090247,2026-07-10,payment,84.54,-15.22,-21.90,47.42
ST-0900003,MLB-090003,2026-07-11,payment,2465.28,-369.79,-21.90,2073.59
ST-0900041,MLB-090033,2026-07-11,payment,577.06,-92.33,-21.90,462.83
ST-0900061,MLB-090051,2026-07-11,payment,123.91,-21.06,-21.90,80.95
ST-0900071,MLB-090058,2026-07-11,payment,114.66,-34.40,-21.90,58.36
ST-0900119,MLB-090099,2026-07-11,payment,3707.44,-630.26,-21.90,3055.28
ST-0900180,MLB-090152,2026-07-11,payment,5311.23,-902.91,-39.90,4368.42
ST-0900220,MLB-090184,2026-07-11,payment,332.26,-39.87,-21.90,270.49
ST-0900241,MLB-090202,2026-07-11,refund,-219.82,37.37,0.00,-182.45
ST-0900294,MLB-090249,2026-07-11,payment,117.51,-37.55,-21.90,58.06
ST-0900112,MLB-090092,2026-07-12,payment,198.49,-21.83,-21.90,154.76
ST-0900114,MLB-090094,2026-07-12,payment,40.32,-14.99,0.00,25.33
ST-0900118,MLB-090098,2026-07-12,payment,57.66,-12.59,0.00,45.07
ST-0900132,MLB-090109,2026-07-12,payment,60.54,-15.33,0.00,45.21
ST-0900205,MLB-090171,2026-07-12,refund,-826.23,107.41,0.00,-718.82
ST-0900206,MLB-090172,2026-07-12,payment,161.16,-46.15,-21.90,93.11
ST-0900223,MLB-090185,2026-07-12,payment,961.29,0.00,0.00,961.29
ST-0900028,MLB-090024,2026-07-13,payment,1154.82,-184.77,-39.90,930.15
ST-0900053,MLB-090044,2026-07-13,payment,60.44,-16.52,0.00,43.92
ST-0900087,MLB-090071,2026-07-13,refund,-18.46,10.45,0.00,-8.01
ST-0900126,MLB-090104,2026-07-13,refund,-187.49,31.87,0.00,-155.62
ST-0900136,MLB-090114,2026-07-13,payment,324.16,-32.42,-21.90,269.84
ST-0900142,MLB-090120,2026-07-13,payment,144.43,-14.44,-21.90,108.09
ST-0900191,MLB-090161,2026-07-13,payment,2918.18,-632.27,-21.90,2264.01
ST-0900213,MLB-090178,2026-07-13,payment,3084.66,-339.31,-39.90,2705.45
ST-0900226,MLB-090189,2026-07-13,payment,1158.52,-139.02,-21.90,997.60
ST-0900237,MLB-090199,2026-07-13,payment,30.79,-10.87,0.00,19.92
ST-0900001,MLB-090001,2026-07-14,payment,814.65,-146.64,-21.90,646.11
ST-0900012,MLB-090010,2026-07-14,payment,36.94,-10.31,0.00,26.63
ST-0900036,MLB-090030,2026-07-14,payment,3246.00,-519.36,-39.90,2686.74
ST-0900067,MLB-090055,2026-07-14,payment,115.35,-32.59,-21.90,60.86
ST-0900077,MLB-090062,2026-07-14,payment,47.11,-14.26,0.00,32.85
ST-0900092,MLB-090076,2026-07-14,payment,98.24,-18.01,-21.90,58.33
ST-0900098,MLB-090081,2026-07-14,payment,1488.79,-267.98,-21.90,1198.91
ST-0900106,MLB-090088,2026-07-14,payment,92.67,-29.87,-21.90,40.90
ST-0900135,MLB-090112,2026-07-14,payment,1927.28,-346.91,-21.90,1558.47
ST-0900138,MLB-090115,2026-07-14,payment,54.43,0.00,0.00,54.43
ST-0900139,MLB-090116,2026-07-14,payment,2343.44,-351.52,-21.90,1970.02
ST-0900148,MLB-090126,2026-07-14,payment,77.45,-18.64,0.00,58.81
ST-0900150,MLB-090128,2026-07-14,payment,885.62,-106.27,-39.90,739.45
ST-0900173,MLB-090145,2026-07-14,payment,20.65,-9.35,0.00,11.30
ST-0900185,MLB-090156,2026-07-14,refund,-220.16,37.43,0.00,-182.73
ST-0900230,MLB-090193,2026-07-14,payment,135.18,-30.07,-21.90,83.21
ST-0900021,MLB-090018,2026-07-15,payment,4115.76,-535.05,-21.90,3558.81
ST-0900027,MLB-090023,2026-07-15,payment,990.45,0.00,0.00,990.45
ST-0900048,MLB-090038,2026-07-15,payment,2402.23,-288.27,-39.90,2074.06
ST-0900064,MLB-090053,2026-07-15,payment,926.72,-139.01,-21.90,765.81
ST-0900083,MLB-090069,2026-07-15,payment,917.38,-168.19,-39.90,709.29
ST-0900120,MLB-090100,2026-07-15,payment,4498.70,-494.86,-39.90,3963.94
ST-0900131,MLB-090108,2026-07-15,payment,4656.16,-698.42,-21.90,3935.84
ST-0900249,MLB-090209,2026-07-15,payment,2454.21,-319.05,-21.90,2113.26
ST-0900251,MLB-090211,2026-07-15,payment,117.39,-38.71,-21.90,56.78
ST-0900254,MLB-090213,2026-07-15,payment,107.94,-23.29,-21.90,62.75
ST-0900276,MLB-090230,2026-07-15,refund,-31.03,9.02,0.00,-22.01
ST-0900004,MLB-090004,2026-07-16,payment,1860.68,-204.67,-39.90,1616.11
ST-0900032,MLB-090027,2026-07-16,payment,504.18,-75.63,-21.90,406.65
ST-0900039,MLB-090032,2026-07-16,payment,1268.49,-359.41,-21.90,887.18
ST-0900076,MLB-090061,2026-07-16,payment,122.62,-30.89,-21.90,69.83
ST-0900085,MLB-090070,2026-07-16,payment,70.52,-24.49,0.00,46.03
ST-0900122,MLB-090102,2026-07-16,payment,624.57,-68.70,-21.90,533.97
ST-0900179,MLB-090151,2026-07-16,payment,311.54,-37.38,-21.90,252.26
ST-0900183,MLB-090155,2026-07-16,payment,435.51,-74.04,-21.90,339.57
ST-0900200,MLB-090167,2026-07-16,payment,99.00,-24.38,-21.90,52.72
ST-0900216,MLB-090180,2026-07-16,payment,30.81,-11.49,0.00,19.32
ST-0900232,MLB-090195,2026-07-16,payment,48.63,-11.60,0.00,37.03
ST-0900043,MLB-090034,2026-07-17,payment,2177.79,-326.67,-21.90,1829.22
ST-0900069,MLB-090056,2026-07-17,refund,-1111.86,122.31,0.00,-989.55
ST-0900102,MLB-090084,2026-07-17,payment,846.54,-143.91,-39.90,662.73
ST-0900128,MLB-090105,2026-07-17,refund,-37.41,12.99,0.00,-24.42
ST-0900207,MLB-090173,2026-07-17,payment,45.99,-12.23,0.00,33.76
ST-0900247,MLB-090208,2026-07-17,payment,48.99,-14.58,0.00,34.41
ST-0900017,MLB-090015,2026-07-18,payment,2328.92,-256.18,-39.90,2032.84
ST-0900042,MLB-090033,2026-07-18,refund,-577.06,92.33,0.00,-484.73
ST-0900072,MLB-090058,2026-07-18,payment,76.44,0.00,0.00,76.44
ST-0900080,MLB-090066,2026-07-18,payment,993.15,-148.97,-21.90,822.28
ST-0900096,MLB-090079,2026-07-18,payment,228.13,-27.38,-21.90,178.85
ST-0900121,MLB-090101,2026-07-18,payment,492.95,-64.08,-21.90,406.97
ST-0900133,MLB-090110,2026-07-18,payment,23.81,-9.11,0.00,14.70
ST-0900155,MLB-090133,2026-07-18,payment,1412.89,-400.32,-21.90,990.67
ST-0900167,MLB-090141,2026-07-18,payment,680.78,-192.89,-39.90,447.99
ST-0900169,MLB-090142,2026-07-18,payment,40.70,-13.17,0.00,27.53
ST-0900176,MLB-090148,2026-07-18,payment,120.58,-24.12,-21.90,74.56
ST-0900221,MLB-090184,2026-07-18,refund,-332.26,39.87,0.00,-292.39
ST-0900271,MLB-090227,2026-07-18,payment,453.63,-68.04,-21.90,363.69
ST-0900020,MLB-090017,2026-07-19,payment,142.53,-33.00,-21.90,87.63
ST-0900101,MLB-090083,2026-07-19,payment,1579.80,-189.58,-21.90,1368.32
ST-0900115,MLB-090094,2026-07-19,payment,26.88,0.00,0.00,26.88
ST-0900140,MLB-090118,2026-07-19,payment,30.21,-11.29,0.00,18.92
ST-0900172,MLB-090144,2026-07-19,payment,223.02,-41.05,-21.90,160.07
ST-0900263,MLB-090221,2026-07-19,payment,1763.61,-229.27,-21.90,1512.44
ST-0900285,MLB-090240,2026-07-19,payment,397.68,-47.72,-21.90,328.06
ST-0900006,MLB-090006,2026-07-20,payment,179.27,-50.79,-21.90,106.58
ST-0900011,MLB-090009,2026-07-20,payment,7206.51,-1225.11,-21.90,5959.50
ST-0900015,MLB-090013,2026-07-20,payment,66.00,-21.08,0.00,44.92
ST-0900038,MLB-090031,2026-07-20,payment,2661.87,-319.42,-39.90,2302.55
ST-0900074,MLB-090060,2026-07-20,payment,1938.75,-348.98,-21.90,1567.87
ST-0900091,MLB-090075,2026-07-20,payment,2653.90,-265.39,-21.90,2366.61
ST-0900188,MLB-090159,2026-07-20,payment,2251.12,-270.13,-21.90,1959.09
ST-0900192,MLB-090161,2026-07-20,payment,1945.46,0.00,0.00,1945.46
ST-0900209,MLB-090175,2026-07-20,payment,3216.90,-482.54,-21.90,2712.46
ST-0900214,MLB-090178,2026-07-20,refund,-3084.66,339.31,0.00,-2745.35
ST-0900250,MLB-090210,2026-07-20,payment,7392.33,-1182.77,-39.90,6169.66
ST-0900264,MLB-090222,2026-07-20,payment,1534.97,-230.25,-21.90,1282.82
ST-0900269,MLB-090226,2026-07-20,payment,1365.77,-295.92,-21.90,1047.95
ST-0900286,MLB-090241,2026-07-20,payment,237.02,-43.45,-21.90,171.67
ST-0900290,MLB-090245,2026-07-20,payment,1302.02,-221.34,-21.90,1058.78
ST-0900047,MLB-090037,2026-07-21,payment,236.93,-28.43,-21.90,186.60
ST-0900093,MLB-090076,2026-07-21,payment,65.49,0.00,0.00,65.49
ST-0900198,MLB-090165,2026-07-21,payment,56.99,-15.94,0.00,41.05
ST-0900212,MLB-090177,2026-07-21,payment,1777.70,-195.55,-39.90,1542.25
ST-0900049,MLB-090039,2026-07-22,payment,35.73,-12.32,0.00,23.41
ST-0900055,MLB-090046,2026-07-22,payment,3411.62,-614.09,-21.90,2775.63
ST-0900060,MLB-090050,2026-07-22,payment,2194.96,-263.40,-21.90,1909.66
ST-0900070,MLB-090057,2026-07-22,payment,66.09,-14.18,0.00,51.91
ST-0900084,MLB-090069,2026-07-22,payment,611.59,0.00,0.00,611.59
ST-0900089,MLB-090074,2026-07-22,payment,51.21,-13.93,0.00,37.28
ST-0900097,MLB-090080,2026-07-22,payment,448.68,-44.87,-21.90,381.91
ST-0900210,MLB-090176,2026-07-22,payment,1769.11,-212.29,-21.90,1534.92
ST-0900242,MLB-090203,2026-07-22,payment,5441.67,-653.00,-21.90,4766.77
ST-0900033,MLB-090027,2026-07-23,refund,-100.84,15.13,0.00,-85.71
ST-0900040,MLB-090032,2026-07-23,payment,845.66,0.00,0.00,845.66
ST-0900107,MLB-090089,2026-07-23,payment,76.76,-12.79,-21.90,42.07
ST-0900149,MLB-090127,2026-07-23,payment,26.16,-9.13,0.00,17.03
ST-0900165,MLB-090140,2026-07-23,payment,1594.57,-207.29,-21.90,1365.38
ST-0900170,MLB-090143,2026-07-23,payment,178.30,-35.66,-21.90,120.74
ST-0900186,MLB-090157,2026-07-23,payment,29.25,-11.22,0.00,18.03
ST-0900208,MLB-090174,2026-07-23,payment,132.24,-23.80,-21.90,86.54
ST-0900215,MLB-090179,2026-07-23,payment,1513.78,-166.52,-39.90,1307.36
ST-0900224,MLB-090186,2026-07-23,payment,1029.03,-123.48,-21.90,883.65
ST-0900233,MLB-090195,2026-07-23,refund,-48.63,11.60,0.00,-37.03
ST-0900234,MLB-090196,2026-07-23,payment,25.82,-10.64,0.00,15.18
ST-0900252,MLB-090212,2026-07-23,payment,72.89,-15.00,0.00,57.89
ST-0900260,MLB-090219,2026-07-23,payment,1568.49,-235.27,-21.90,1311.32
ST-0900261,MLB-090220,2026-07-23,payment,517.99,-112.23,-21.90,383.86
ST-0900056,MLB-090047,2026-07-24,payment,91.11,-10.02,-21.90,59.19
ST-0900095,MLB-090078,2026-07-24,payment,269.96,-27.00,-21.90,221.06
ST-0900099,MLB-090082,2026-07-24,payment,49.54,-14.67,0.00,34.87
ST-0900146,MLB-090124,2026-07-24,payment,879.32,-149.48,-39.90,689.94
ST-0900153,MLB-090131,2026-07-24,payment,1305.85,-156.70,-39.90,1109.25
ST-0900193,MLB-090162,2026-07-24,payment,472.19,-94.44,-21.90,355.85
ST-0900245,MLB-090206,2026-07-24,payment,18.81,-9.45,0.00,9.36
ST-0900248,MLB-090208,2026-07-24,refund,-14.70,4.37,0.00,-10.33
ST-0900259,MLB-090218,2026-07-24,payment,2027.85,-202.79,-21.90,1803.16
ST-0900018,MLB-090015,2026-07-25,refund,-1630.24,179.33,0.00,-1450.91
ST-0900062,MLB-090052,2026-07-25,payment,58.27,-30.40,-21.90,5.97
ST-0900154,MLB-090132,2026-07-25,payment,628.47,-75.42,-21.90,531.15
ST-0900156,MLB-090133,2026-07-25,payment,941.93,0.00,0.00,941.93
ST-0900157,MLB-090134,2026-07-25,payment,1534.28,-276.17,-21.90,1236.21
ST-0900168,MLB-090141,2026-07-25,payment,453.85,0.00,0.00,453.85
ST-0900177,MLB-090148,2026-07-25,payment,80.39,0.00,0.00,80.39
ST-0900187,MLB-090158,2026-07-25,payment,797.47,-135.57,-21.90,640.00
ST-0900202,MLB-090169,2026-07-25,payment,185.54,-22.26,-21.90,141.38
ST-0900228,MLB-090191,2026-07-25,payment,275.22,-33.03,-21.90,220.29
ST-0900272,MLB-090227,2026-07-25,refund,-453.63,68.04,0.00,-385.59
ST-0900002,MLB-090002,2026-07-26,payment,2221.78,-377.70,-21.90,1822.18
ST-0900009,MLB-090008,2026-07-26,payment,47.95,-13.58,-21.90,12.47
ST-0900065,MLB-090054,2026-07-26,payment,3249.00,-812.25,-21.90,2414.85
ST-0900141,MLB-090118,2026-07-26,payment,20.14,0.00,0.00,20.14
ST-0900160,MLB-090137,2026-07-26,payment,4471.27,-968.78,-21.90,3480.59
ST-0900195,MLB-090163,2026-07-26,payment,1965.66,-353.82,-21.90,1589.94
ST-0900268,MLB-090225,2026-07-26,payment,72.67,-19.33,0.00,53.34
ST-0900274,MLB-090229,2026-07-26,payment,28.47,-11.37,0.00,17.10
ST-0900279,MLB-090233,2026-07-26,payment,51.17,-14.44,0.00,36.73
ST-0900295,MLB-090250,2026-07-26,payment,32.40,-12.73,0.00,19.67
ST-0900007,MLB-090006,2026-07-27,payment,119.51,0.00,0.00,119.51
ST-0900013,MLB-090011,2026-07-27,payment,85.38,-21.89,-21.90,41.59
ST-0900035,MLB-090029,2026-07-27,payment,2059.10,-247.09,-21.90,1790.11
ST-0900046,MLB-090036,2026-07-27,payment,2303.40,-442.95,-39.90,1820.55
ST-0900054,MLB-090045,2026-07-27,payment,50.55,-13.83,0.00,36.72
ST-0900075,MLB-090060,2026-07-27,refund,-1938.75,348.98,0.00,-1589.77
ST-0900129,MLB-090106,2026-07-27,payment,25.37,-10.31,0.00,15.06
ST-0900152,MLB-090130,2026-07-27,payment,2014.11,-261.83,-21.90,1730.38
ST-0900163,MLB-090139,2026-07-27,payment,86.90,-36.13,-21.90,28.87
ST-0900181,MLB-090153,2026-07-27,payment,82.22,-24.83,-21.90,35.49
ST-0900189,MLB-090160,2026-07-27,payment,5821.32,-698.56,-39.90,5082.86
ST-0900225,MLB-090187,2026-07-27,payment,31.68,-16.62,0.00,15.06
ST-0900270,MLB-090226,2026-07-27,payment,910.51,0.00,0.00,910.51
ST-0900284,MLB-090239,2026-07-27,payment,1756.86,-210.82,-21.90,1524.14
ST-0900287,MLB-090241,2026-07-27,payment,158.01,0.00,0.00,158.01
ST-0900057,MLB-090048,2026-07-28,payment,175.34,-17.53,-21.90,135.91
ST-0900058,MLB-090049,2026-07-28,payment,268.26,-32.19,-21.90,214.17
ST-0900113,MLB-090093,2026-07-28,payment,1500.80,-255.14,-21.90,1223.76
ST-0900117,MLB-090097,2026-07-28,payment,1833.81,-220.06,-39.90,1573.85
ST-0900159,MLB-090136,2026-07-28,payment,319.02,-54.23,-21.90,242.89
ST-0900174,MLB-090146,2026-07-28,payment,606.88,-60.69,-21.90,524.29
ST-0900217,MLB-090181,2026-07-28,payment,3979.32,-397.93,-21.90,3559.49
ST-0900238,MLB-090200,2026-07-28,payment,2480.16,-396.83,-39.90,2043.43
ST-0900239,MLB-090201,2026-07-28,payment,72.23,-18.53,0.00,53.70
ST-0900243,MLB-090204,2026-07-28,payment,22.97,-9.24,0.00,13.73
ST-0900266,MLB-090224,2026-07-28,payment,231.72,-44.24,-21.90,165.58
ST-0900090,MLB-090074,2026-07-29,refund,-15.36,4.18,0.00,-11.18
ST-0900110,MLB-090091,2026-07-29,payment,7466.97,-1194.72,-39.90,6232.35
ST-0900123,MLB-090103,2026-07-29,payment,85.20,-9.37,-21.90,53.93
ST-0900147,MLB-090125,2026-07-29,payment,636.10,-114.50,-21.90,499.70
ST-0900196,MLB-090164,2026-07-29,payment,29.60,-12.17,0.00,17.43
ST-0900235,MLB-090197,2026-07-29,payment,1035.15,-124.22,-21.90,889.03
ST-0900265,MLB-090223,2026-07-29,payment,699.96,-77.00,-21.90,601.06
ST-0900016,MLB-090014,2026-07-30,payment,2124.41,-212.44,-21.90,1890.07
ST-0900044,MLB-090035,2026-07-30,payment,308.58,-66.86,-21.90,219.82
ST-0900108,MLB-090089,2026-07-30,payment,51.17,0.00,0.00,51.17
ST-0900151,MLB-090129,2026-07-30,payment,69.32,-20.82,0.00,48.50
ST-0900166,MLB-090140,2026-07-30,refund,-1594.57,207.29,0.00,-1387.28
ST-0900171,MLB-090143,2026-07-30,payment,118.87,0.00,0.00,118.87
ST-0900178,MLB-090149,2026-07-30,payment,54.57,-24.75,0.00,29.82
ST-0900219,MLB-090183,2026-07-30,payment,402.04,-48.24,-21.90,331.90
ST-0900253,MLB-090212,2026-07-30,refund,-72.89,15.00,0.00,-57.89
ST-0900262,MLB-090220,2026-07-30,payment,345.33,0.00,0.00,345.33
ST-0900005,MLB-090005,2026-07-31,payment,96.37,-16.38,-21.90,58.09
ST-0900024,MLB-090021,2026-07-31,payment,503.37,-55.37,-21.90,426.10
ST-0900030,MLB-090026,2026-07-31,payment,32.18,-11.61,0.00,20.57
ST-0900081,MLB-090067,2026-07-31,payment,51.49,-11.40,0.00,40.09
ST-0900100,MLB-090082,2026-07-31,refund,-49.54,14.67,0.00,-34.87
ST-0900109,MLB-090090,2026-07-31,payment,521.19,-93.81,-21.90,405.48
ST-0900145,MLB-090123,2026-07-31,payment,391.89,-70.54,-21.90,299.45
ST-0900182,MLB-090154,2026-07-31,payment,3988.28,-478.59,-39.90,3469.79
ST-0900194,MLB-090162,2026-07-31,payment,314.79,0.00,0.00,314.79
ST-0900229,MLB-090192,2026-07-31,payment,352.29,-35.23,-21.90,295.16
ST-0900246,MLB-090207,2026-07-31,payment,677.04,-115.10,-21.90,540.04
ST-0900063,MLB-090052,2026-08-01,payment,38.84,0.00,0.00,38.84
ST-0900297,MLB-090090,2026-08-01,payment,521.19,-93.81,-21.90,405.48
ST-0900010,MLB-090008,2026-08-02,payment,31.96,0.00,0.00,31.96
ST-0900066,MLB-090054,2026-08-02,payment,2166.00,0.00,0.00,2166.00
ST-0900161,MLB-090137,2026-08-02,payment,2980.85,0.00,0.00,2980.85
ST-0900296,MLB-090250,2026-08-02,payment,21.60,0.00,0.00,21.60
ST-0900014,MLB-090011,2026-08-03,refund,-85.38,21.89,0.00,-63.49
ST-0900164,MLB-090139,2026-08-03,payment,57.94,0.00,0.00,57.94
ST-0900190,MLB-090160,2026-08-03,refund,-3492.79,419.14,0.00,-3073.65
ST-0900211,MLB-090176,2026-08-03,chargeback,-1769.11,0.00,0.00,-1769.11
ST-0900059,MLB-090049,2026-08-04,refund,-268.26,32.19,0.00,-236.07
ST-0900267,MLB-090224,2026-08-04,refund,-231.72,44.24,0.00,-187.48
ST-0900111,MLB-090091,2026-08-05,refund,-2240.09,358.42,0.00,-1881.67
ST-0900124,MLB-090103,2026-08-05,refund,-51.12,5.62,0.00,-45.50
ST-0900197,MLB-090164,2026-08-05,payment,19.74,0.00,0.00,19.74
ST-0900045,MLB-090035,2026-08-06,payment,205.72,0.00,0.00,205.72
ST-0900031,MLB-090026,2026-08-07,payment,21.45,0.00,0.00,21.45
