order_id,order_date,status,category,listing_type,weight_class,unit_price,quantity,gross_amount,installments,refund_amount
MLB-020029,2026-07-28,partially_refunded,fashion,classic,standard,68.82,1,68.82,1,41.29
MLB-020030,2026-07-28,paid,fashion,premium,standard,285.75,2,571.50,1,0.00
MLB-020031,2026-07-22,paid,electronics,premium,heavy,1178.74,3,3536.22,6,0.00
MLB-020032,2026-07-05,delivered,home,premium,standard,91.09,3,273.27,12,0.00
MLB-020033,2026-07-22,paid,books,classic,standard,1406.80,3,4220.40,1,0.00
MLB-020034,2026-07-21,delivered,fashion,premium,standard,1848.29,1,1848.29,1,0.00
MLB-020035,2026-07-22,delivered,home,classic,standard,59.14,2,118.28,1,0.00
MLB-020036,2026-07-19,delivered,home,premium,standard,354.29,3,1062.87,12,0.00
MLB-020037,2026-07-02,paid,fashion,classic,standard,2442.66,1,2442.66,1,0.00
MLB-020038,2026-07-21,delivered,home,premium,standard,37.06,2,74.12,6,0.00
MLB-020039,2026-07-25,delivered,home,premium,standard,381.72,1,381.72,6,0.00
MLB-020040,2026-07-22,paid,fashion,premium,standard,57.03,3,171.09,3,0.00
MLB-020041,2026-07-11,paid,toys,classic,standard,432.84,3,1298.52,1,0.00
MLB-020042,2026-07-03,delivered,electronics,classic,heavy,2245.71,1,2245.71,1,0.00
MLB-020043,2026-07-15,delivered,toys,premium,standard,1746.00,1,1746.00,1,0.00
MLB-020044,2026-07-20,refunded,fashion,classic,standard,426.47,1,426.47,1,426.47
MLB-020045,2026-07-05,paid,electronics,classic,standard,173.94,2,347.88,1,0.00
MLB-020046,2026-07-22,cancelled,home,premium,heavy,1179.25,2,2358.50,12,0.00
MLB-020047,2026-07-17,paid,toys,classic,standard,31.17,1,31.17,1,0.00
MLB-020048,2026-07-20,refunded,fashion,classic,standard,1542.14,1,1542.14,1,1542.14
MLB-020049,2026-07-08,paid,electronics,classic,standard,44.95,2,89.90,1,0.00
MLB-020050,2026-07-16,paid,electronics,classic,standard,200.45,1,200.45,1,0.00
MLB-020051,2026-07-12,refunded,home,classic,standard,70.20,1,70.20,1,70.20
MLB-020052,2026-07-16,paid,fashion,classic,standard,1739.82,1,1739.82,1,0.00
MLB-020053,2026-07-17,paid,books,classic,standard,64.55,1,64.55,1,0.00
MLB-020054,2026-07-05,cancelled,home,premium,standard,25.97,1,25.97,3,0.00
MLB-020055,2026-07-02,partially_refunded,fashion,classic,standard,1672.83,1,1672.83,3,669.13
MLB-020056,2026-07-24,delivered,electronics,classic,heavy,1095.51,3,3286.53,1,0.00
MLB-020057,2026-07-12,chargeback,toys,premium,standard,124.27,1,124.27,1,0.00
MLB-020058,2026-07-21,delivered,books,premium,standard,69.17,3,207.51,12,0.00
MLB-020059,2026-07-03,paid,fashion,premium,standard,211.54,1,211.54,1,0.00
MLB-020060,2026-07-01,delivered,fashion,premium,standard,34.16,1,34.16,1,0.00
MLB-020061,2026-07-13,partially_refunded,toys,premium,standard,58.77,3,176.31,3,88.16
MLB-020062,2026-07-03,delivered,books,premium,standard,227.12,2,454.24,10,0.00
MLB-020063,2026-07-01,paid,books,premium,standard,45.68,2,91.36,3,0.00
MLB-020064,2026-07-23,paid,home,premium,heavy,2449.13,1,2449.13,6,0.00
MLB-020065,2026-07-04,paid,books,premium,standard,1702.85,2,3405.70,12,0.00
MLB-020066,2026-07-18,paid,fashion,premium,standard,20.70,1,20.70,6,0.00
MLB-020067,2026-07-21,partially_refunded,books,premium,standard,1097.87,3,3293.61,3,988.08
MLB-020068,2026-07-08,paid,electronics,classic,standard,53.76,1,53.76,1,0.00
MLB-020069,2026-07-20,paid,home,classic,heavy,1331.83,2,2663.66,1,0.00
MLB-020070,2026-07-06,refunded,electronics,classic,standard,222.16,2,444.32,1,444.32
MLB-020071,2026-07-13,paid,books,premium,standard,372.00,3,1116.00,12,0.00
MLB-020072,2026-07-12,delivered,home,classic,heavy,2044.93,2,4089.86,1,0.00
MLB-020073,2026-07-28,partially_refunded,toys,classic,standard,52.17,2,104.34,1,73.04
MLB-020074,2026-07-15,partially_refunded,electronics,premium,standard,35.42,1,35.42,6,7.08
MLB-020075,2026-07-23,delivered,books,premium,standard,65.36,3,196.08,1,0.00
MLB-020076,2026-07-13,paid,toys,premium,standard,69.93,2,139.86,1,0.00
MLB-020077,2026-07-23,paid,books,premium,standard,292.96,3,878.88,6,0.00
MLB-020078,2026-07-10,delivered,books,premium,standard,2258.34,2,4516.68,3,0.00
MLB-020079,2026-07-05,paid,home,classic,heavy,418.95,1,418.95,3,0.00
MLB-020080,2026-07-13,refunded,toys,classic,standard,41.03,1,41.03,1,41.03
MLB-020081,2026-07-23,delivered,books,classic,standard,56.04,1,56.04,1,0.00
MLB-020082,2026-07-19,paid,toys,premium,standard,72.73,1,72.73,10,0.00
MLB-020083,2026-07-17,delivered,electronics,classic,standard,74.81,2,149.62,1,0.00
MLB-020084,2026-07-16,paid,books,premium,standard,1378.92,1,1378.92,10,0.00
MLB-020085,2026-07-26,paid,books,classic,standard,22.43,1,22.43,1,0.00
MLB-020086,2026-07-10,paid,fashion,classic,standard,32.74,2,65.48,1,0.00
MLB-020087,2026-07-06,paid,home,classic,heavy,503.36,3,1510.08,3,0.00
MLB-020088,2026-07-04,delivered,toys,premium,standard,421.40,3,1264.20,6,0.00
MLB-020089,2026-07-06,delivered,books,premium,standard,1087.63,1,1087.63,12,0.00
MLB-020090,2026-07-18,refunded,books,premium,standard,138.59,1,138.59,1,138.59
MLB-020091,2026-07-23,delivered,home,premium,standard,233.38,1,233.38,1,0.00
MLB-020092,2026-07-26,paid,toys,premium,standard,296.94,1,296.94,6,0.00
MLB-020093,2026-07-04,paid,electronics,premium,heavy,1672.04,1,1672.04,12,0.00
MLB-020094,2026-07-04,delivered,home,premium,heavy,2438.69,3,7316.07,3,0.00
MLB-020095,2026-07-17,delivered,toys,premium,standard,1145.00,1,1145.00,1,0.00
MLB-020096,2026-07-13,cancelled,books,classic,standard,52.53,3,157.59,3,0.00
MLB-020097,2026-07-26,delivered,books,premium,standard,390.46,3,1171.38,12,0.00
MLB-020098,2026-07-20,paid,toys,classic,standard,1072.61,2,2145.22,1,0.00
MLB-020099,2026-07-20,delivered,home,premium,standard,56.89,3,170.67,3,0.00
MLB-020100,2026-07-04,delivered,electronics,premium,standard,49.63,1,49.63,10,0.00
MLB-020101,2026-07-25,paid,electronics,premium,heavy,449.37,1,449.37,12,0.00
MLB-020102,2026-07-12,delivered,books,classic,standard,2441.30,1,2441.30,1,0.00
MLB-020103,2026-07-24,paid,books,classic,standard,411.03,1,411.03,1,0.00
MLB-020104,2026-07-06,paid,fashion,classic,standard,26.20,1,26.20,1,0.00
MLB-020105,2026-07-14,delivered,home,premium,standard,145.36,1,145.36,10,0.00
MLB-020106,2026-07-27,paid,home,premium,heavy,1930.40,2,3860.80,12,0.00
MLB-020107,2026-07-27,delivered,books,premium,standard,405.27,3,1215.81,3,0.00
MLB-020108,2026-07-26,refunded,toys,classic,standard,375.05,3,1125.15,3,1125.15
MLB-020109,2026-07-01,delivered,toys,classic,standard,31.26,2,62.52,3,0.00
MLB-020110,2026-07-05,paid,electronics,premium,heavy,632.36,1,632.36,6,0.00
MLB-020111,2026-07-06,paid,home,classic,standard,251.09,1,251.09,1,0.00
MLB-020112,2026-07-28,paid,books,premium,standard,41.56,1,41.56,1,0.00
MLB-020113,2026-07-24,paid,books,classic,standard,1266.95,3,3800.85,3,0.00
MLB-020114,2026-07-23,cancelled,home,classic,standard,50.56,1,50.56,1,0.00
MLB-020115,2026-07-11,delivered,books,premium,standard,1271.96,1,1271.96,1,0.00
MLB-020116,2026-07-26,delivered,toys,classic,standard,1501.22,1,1501.22,1,0.00
MLB-020117,2026-07-25,delivered,fashion,classic,standard,80.92,1,80.92,1,0.00
MLB-020118,2026-07-14,paid,books,premium,standard,77.04,1,77.04,1,0.00
MLB-020119,2026-07-06,paid,toys,premium,standard,31.80,1,31.80,1,0.00
MLB-020120,2026-07-27,delivered,books,premium,standard,378.06,1,378.06,6,0.00
MLB-020121,2026-07-12,delivered,fashion,premium,standard,35.04,1,35.04,12,0.00
MLB-020122,2026-07-26,delivered,electronics,premium,heavy,2386.71,1,2386.71,1,0.00
MLB-020123,2026-07-22,delivered,toys,classic,standard,98.99,1,98.99,1,0.00
MLB-020124,2026-07-10,partially_refunded,home,classic,heavy,2425.57,1,2425.57,1,1697.90
MLB-020125,2026-07-06,paid,books,premium,standard,21.85,2,43.70,10,0.00
MLB-020126,2026-07-07,paid,fashion,classic,standard,2236.09,1,2236.09,1,0.00
MLB-020127,2026-07-04,paid,electronics,classic,standard,74.91,1,74.91,1,0.00
MLB-020128,2026-07-12,paid,toys,premium,standard,1597.54,3,4792.62,1,0.00
MLB-020129,2026-07-04,delivered,electronics,premium,heavy,1861.19,1,1861.19,12,0.00
MLB-020130,2026-07-27,delivered,toys,premium,standard,76.24,1,76.24,3,0.00
MLB-020131,2026-07-24,delivered,home,premium,standard,76.50,1,76.50,1,0.00
MLB-020132,2026-07-19,paid,home,premium,standard,48.41,2,96.82,12,0.00
MLB-020133,2026-07-19,refunded,fashion,premium,standard,284.34,1,284.34,3,284.34
MLB-020134,2026-07-01,delivered,electronics,premium,standard,37.67,1,37.67,6,0.00
MLB-020135,2026-07-19,paid,books,classic,standard,33.55,1,33.55,1,0.00
MLB-020136,2026-07-01,paid,toys,premium,standard,35.61,2,71.22,1,0.00
MLB-020137,2026-07-02,delivered,electronics,classic,standard,15.97,3,47.91,1,0.00
MLB-020138,2026-07-04,delivered,toys,classic,standard,66.64,3,199.92,1,0.00
MLB-020139,2026-07-22,delivered,electronics,premium,standard,171.57,2,343.14,12,0.00
MLB-020140,2026-07-03,paid,home,classic,heavy,1665.88,1,1665.88,1,0.00
MLB-020141,2026-07-02,delivered,toys,premium,standard,47.46,2,94.92,1,0.00
MLB-020142,2026-07-11,delivered,electronics,premium,heavy,1081.27,1,1081.27,12,0.00
MLB-020143,2026-07-23,paid,books,premium,standard,230.03,1,230.03,6,0.00
MLB-020144,2026-07-11,refunded,home,premium,heavy,435.86,3,1307.58,12,1307.58
MLB-020145,2026-07-21,paid,toys,classic,standard,58.05,2,116.10,1,0.00
MLB-020146,2026-07-11,cancelled,books,classic,standard,2091.96,1,2091.96,1,0.00
MLB-020147,2026-07-13,delivered,home,premium,standard,87.16,1,87.16,1,0.00
MLB-020148,2026-07-22,paid,fashion,classic,standard,23.03,3,69.09,1,0.00
MLB-020149,2026-07-04,paid,home,premium,heavy,2431.72,1,2431.72,10,0.00
MLB-020150,2026-07-12,delivered,home,classic,standard,26.28,2,52.56,1,0.00
