settlement_id,order_id,settlement_date,type,gross_amount,marketplace_fee,shipping_fee,net_amount
ST-0200152,MLB-020128,2026-07-15,payment,2875.57,-814.75,-21.90,2038.92
ST-0200178,MLB-020150,2026-07-15,payment,52.56,-18.81,0.00,33.75
ST-0200022,MLB-020022,2026-07-16,payment,2313.29,-393.26,-39.90,1880.13
ST-0200023,MLB-020023,2026-07-16,payment,1786.21,-267.93,-21.90,1496.38
ST-0200067,MLB-020061,2026-07-16,payment,176.31,-48.72,-21.90,105.69
ST-0200081,MLB-020070,2026-07-16,refund,-444.32,48.88,0.00,-395.44
ST-0200082,MLB-020071,2026-07-16,payment,1116.00,-167.40,-21.90,926.70
ST-0200089,MLB-020076,2026-07-16,payment,139.86,-36.28,-21.90,81.68
ST-0200093,MLB-020080,2026-07-16,payment,41.03,-11.17,0.00,29.86
ST-0200102,MLB-020087,2026-07-16,payment,604.03,0.00,0.00,604.03
ST-0200174,MLB-020147,2026-07-16,payment,52.30,-14.82,-21.90,15.58
ST-0200121,MLB-020105,2026-07-17,payment,145.36,-24.71,-21.90,98.75
ST-0200138,MLB-020118,2026-07-17,payment,46.22,-17.81,0.00,28.41
ST-0200149,MLB-020126,2026-07-17,payment,894.44,0.00,0.00,894.44
ST-0200007,MLB-020008,2026-07-18,payment,53.71,-15.92,0.00,37.79
ST-0200017,MLB-020018,2026-07-18,payment,1807.44,-325.34,-21.90,1460.20
ST-0200045,MLB-020043,2026-07-18,payment,1746.00,-296.82,-21.90,1427.28
ST-0200086,MLB-020074,2026-07-18,payment,35.42,-11.92,0.00,23.50
ST-0200003,MLB-020004,2026-07-19,payment,416.98,-70.89,-21.90,324.19
ST-0200011,MLB-020012,2026-07-19,payment,61.05,-26.69,0.00,34.36
ST-0200053,MLB-020050,2026-07-19,payment,200.45,-22.05,-21.90,156.50
ST-0200056,MLB-020052,2026-07-19,payment,1739.82,-226.18,-21.90,1491.74
ST-0200098,MLB-020084,2026-07-19,payment,1378.92,-206.84,-21.90,1150.18
ST-0200004,MLB-020005,2026-07-20,payment,43.82,-19.51,0.00,24.31
ST-0200020,MLB-020021,2026-07-20,payment,1080.95,-216.19,-21.90,842.86
ST-0200049,MLB-020047,2026-07-20,payment,31.17,-9.99,0.00,21.18
ST-0200057,MLB-020053,2026-07-20,payment,64.55,-12.71,0.00,51.84
ST-0200097,MLB-020083,2026-07-20,payment,149.62,-28.96,-21.90,98.76
ST-0200112,MLB-020095,2026-07-20,payment,1145.00,-194.65,-21.90,928.45
ST-0200146,MLB-020124,2026-07-20,refund,-1697.90,203.75,0.00,-1494.15
ST-0200002,MLB-020003,2026-07-21,payment,15.16,-7.92,0.00,7.24
ST-0200008,MLB-020009,2026-07-21,payment,1068.14,-181.58,-39.90,846.66
ST-0200024,MLB-020024,2026-07-21,payment,7320.69,-951.69,-21.90,6347.10
ST-0200075,MLB-020066,2026-07-21,payment,20.70,-9.98,0.00,10.72
ST-0200106,MLB-020090,2026-07-21,payment,138.59,-20.79,-21.90,95.90
ST-0200135,MLB-020115,2026-07-21,payment,508.78,0.00,0.00,508.78
ST-0200172,MLB-020144,2026-07-21,refund,-1307.58,222.29,0.00,-1085.29
ST-0200001,MLB-020001,2026-07-22,payment,477.90,-86.02,-21.90,369.98
ST-0200006,MLB-020007,2026-07-22,refund,-32.08,11.38,0.00,-20.70
ST-0200037,MLB-020036,2026-07-22,payment,1062.87,-180.69,-21.90,860.28
ST-0200055,MLB-020051,2026-07-22,refund,-70.20,14.67,0.00,-55.53
ST-0200096,MLB-020082,2026-07-22,payment,72.73,-18.61,0.00,54.12
ST-0200153,MLB-020128,2026-07-22,payment,1917.05,0.00,0.00,1917.05
ST-0200157,MLB-020132,2026-07-22,payment,96.82,-28.96,-21.90,45.96
ST-0200158,MLB-020133,2026-07-22,payment,284.34,-51.18,-21.90,211.26
ST-0200161,MLB-020135,2026-07-22,payment,33.55,-9.61,0.00,23.94
ST-0200046,MLB-020044,2026-07-23,payment,426.47,-55.44,-21.90,349.13
ST-0200050,MLB-020048,2026-07-23,payment,1542.14,-200.48,-21.90,1319.76
ST-0200068,MLB-020061,2026-07-23,refund,-88.16,24.36,0.00,-63.80
ST-0200079,MLB-020069,2026-07-23,payment,2663.66,-319.64,-39.90,2304.12
ST-0200094,MLB-020080,2026-07-23,refund,-41.03,11.17,0.00,-29.86
ST-0200114,MLB-020098,2026-07-23,payment,2145.22,-257.43,-21.90,1865.89
ST-0200115,MLB-020099,2026-07-23,payment,170.67,-47.76,-21.90,101.01
ST-0200175,MLB-020147,2026-07-23,payment,34.86,0.00,0.00,34.86
ST-0200035,MLB-020034,2026-07-24,payment,1848.29,-332.69,-21.90,1493.70
ST-0200039,MLB-020038,2026-07-24,payment,44.47,-25.10,0.00,19.37
ST-0200063,MLB-020058,2026-07-24,payment,207.51,-49.88,-21.90,135.73
ST-0200076,MLB-020067,2026-07-24,payment,3293.61,-494.04,-21.90,2777.67
ST-0200139,MLB-020118,2026-07-24,payment,30.82,0.00,0.00,30.82
ST-0200173,MLB-020145,2026-07-24,payment,116.10,-26.43,-21.90,67.77
ST-0200016,MLB-020017,2026-07-25,payment,304.03,-45.60,-21.90,236.53
ST-0200032,MLB-020031,2026-07-25,payment,3536.22,-565.80,-39.90,2930.52
ST-0200034,MLB-020033,2026-07-25,payment,4220.40,-422.04,-21.90,3776.46
ST-0200036,MLB-020035,2026-07-25,payment,118.28,-26.69,-21.90,69.69
ST-0200042,MLB-020040,2026-07-25,payment,171.09,-49.55,-21.90,99.64
ST-0200087,MLB-020074,2026-07-25,refund,-7.08,2.38,0.00,-4.70
ST-0200144,MLB-020123,2026-07-25,payment,98.99,-11.88,-21.90,65.21
ST-0200166,MLB-020139,2026-07-25,payment,343.14,-54.90,-21.90,266.34
ST-0200176,MLB-020148,2026-07-25,payment,69.09,-27.73,0.00,41.36
ST-0200013,MLB-020014,2026-07-26,payment,2169.25,-216.93,-21.90,1930.42
ST-0200018,MLB-020019,2026-07-26,payment,1654.92,-281.34,-21.90,1351.68
ST-0200072,MLB-020064,2026-07-26,payment,2449.13,-416.35,-39.90,1992.88
ST-0200088,MLB-020075,2026-07-26,payment,196.08,-48.16,-21.90,126.02
ST-0200090,MLB-020077,2026-07-26,payment,878.88,-131.83,-21.90,725.15
ST-0200095,MLB-020081,2026-07-26,payment,56.04,-11.85,0.00,44.19
ST-0200108,MLB-020091,2026-07-26,payment,233.38,-39.67,-21.90,171.81
ST-0200170,MLB-020143,2026-07-26,payment,230.03,-34.50,-21.90,173.63
ST-0200021,MLB-020021,2026-07-27,payment,720.63,0.00,0.00,720.63
ST-0200060,MLB-020056,2026-07-27,payment,3286.53,-361.52,-39.90,2885.11
ST-0200062,MLB-020057,2026-07-27,chargeback,-124.27,0.00,0.00,-124.27
ST-0200119,MLB-020103,2026-07-27,payment,411.03,-41.10,-21.90,348.03
ST-0200133,MLB-020113,2026-07-27,payment,3800.85,-380.09,-21.90,3398.86
ST-0200156,MLB-020131,2026-07-27,payment,76.50,-19.26,0.00,57.24
ST-0200019,MLB-020020,2026-07-28,payment,301.09,-33.12,-21.90,246.07
ST-0200026,MLB-020026,2026-07-28,payment,201.86,-22.20,-21.90,157.76
ST-0200041,MLB-020039,2026-07-28,payment,381.72,-64.89,-21.90,294.93
ST-0200107,MLB-020090,2026-07-28,refund,-138.59,20.79,0.00,-117.80
ST-0200117,MLB-020101,2026-07-28,payment,449.37,-71.90,-39.90,337.57
ST-0200137,MLB-020117,2026-07-28,payment,80.92,-10.52,-21.90,48.50
ST-0200015,MLB-020016,2026-07-29,payment,78.96,-32.17,0.00,46.79
ST-0200099,MLB-020085,2026-07-29,payment,22.43,-8.49,0.00,13.94
ST-0200109,MLB-020092,2026-07-29,payment,296.94,-50.48,-21.90,224.56
ST-0200113,MLB-020097,2026-07-29,payment,1171.38,-175.71,-21.90,973.77
ST-0200125,MLB-020108,2026-07-29,payment,1125.15,-135.02,-21.90,968.23
ST-0200136,MLB-020116,2026-07-29,payment,1501.22,-180.15,-21.90,1299.17
ST-0200143,MLB-020122,2026-07-29,payment,2386.71,-381.87,-39.90,1964.94
ST-0200159,MLB-020133,2026-07-29,refund,-284.34,51.18,0.00,-233.16
ST-0200047,MLB-020044,2026-07-30,refund,-426.47,55.44,0.00,-371.03
ST-0200051,MLB-020048,2026-07-30,refund,-1542.14,200.48,0.00,-1341.66
ST-0200122,MLB-020106,2026-07-30,payment,3860.80,-656.34,-39.90,3164.56
ST-0200123,MLB-020107,2026-07-30,payment,729.49,-182.37,-21.90,525.22
ST-0200141,MLB-020120,2026-07-30,payment,378.06,-56.71,-21.90,299.45
ST-0200155,MLB-020130,2026-07-30,payment,76.24,-19.21,0.00,57.03
ST-0200028,MLB-020028,2026-07-31,payment,1247.28,-187.09,-21.90,1038.29
ST-0200029,MLB-020029,2026-07-31,payment,68.82,-15.20,0.00,53.62
ST-0200031,MLB-020030,2026-07-31,payment,571.50,-102.87,-21.90,446.73
ST-0200040,MLB-020038,2026-07-31,payment,29.65,0.00,0.00,29.65
ST-0200077,MLB-020067,2026-07-31,refund,-988.08,148.21,0.00,-839.87
ST-0200084,MLB-020073,2026-07-31,payment,104.34,-25.02,-21.90,57.42
ST-0200131,MLB-020112,2026-07-31,payment,24.94,-12.48,0.00,12.46
ST-0200126,MLB-020108,2026-08-05,refund,-1125.15,135.02,0.00,-990.13
ST-0200124,MLB-020107,2026-08-06,payment,486.32,0.00,0.00,486.32
ST-0200030,MLB-020029,2026-08-07,refund,-41.29,9.12,0.00,-32.17
ST-0200085,MLB-020073,2026-08-07,refund,-73.04,17.51,0.00,-55.53
ST-0200132,MLB-020112,2026-08-07,payment,16.62,0.00,0.00,16.62
