settlement_id,order_id,settlement_date,type,gross_amount,marketplace_fee,shipping_fee,net_amount
ST-0800068,MLB-080059,2026-07-11,payment,704.01,-119.68,-21.90,562.43
ST-0800139,MLB-080122,2026-07-11,payment,372.85,-44.74,-21.90,306.21
ST-0800186,MLB-080162,2026-07-11,refund,-2051.52,246.18,0.00,-1805.34
ST-0800192,MLB-080166,2026-07-11,payment,203.88,0.00,0.00,203.88
ST-0800216,MLB-080187,2026-07-11,payment,72.26,-17.09,0.00,55.17
ST-0800228,MLB-080198,2026-07-11,payment,282.27,-33.87,-21.90,226.50
ST-0800011,MLB-080009,2026-07-12,payment,26.55,0.00,0.00,26.55
ST-0800067,MLB-080058,2026-07-12,payment,437.02,-52.44,-39.90,344.68
ST-0800078,MLB-080068,2026-07-12,payment,554.35,-88.70,-61.80,403.85
ST-0800096,MLB-080084,2026-07-12,payment,5984.01,-598.40,-21.90,5363.71
ST-0800206,MLB-080178,2026-07-12,payment,861.87,-146.52,-21.90,693.45
ST-0800212,MLB-080185,2026-07-12,payment,1009.89,-161.58,-21.90,826.41
ST-0800224,MLB-080195,2026-07-12,payment,2389.24,-262.82,-39.90,2086.52
ST-0800029,MLB-080024,2026-07-13,payment,215.25,-55.34,-21.90,138.01
ST-0800106,MLB-080092,2026-07-13,payment,1134.92,-192.94,-39.90,902.08
ST-0800110,MLB-080095,2026-07-13,payment,381.06,-45.73,-21.90,313.43
ST-0800129,MLB-080114,2026-07-13,payment,283.74,-31.21,-21.90,230.63
ST-0800137,MLB-080120,2026-07-13,payment,1471.56,-176.59,-21.90,1273.07
ST-0800144,MLB-080126,2026-07-13,refund,-118.53,25.48,0.00,-93.05
ST-0800156,MLB-080137,2026-07-13,payment,25.37,0.00,0.00,25.37
ST-0800161,MLB-080142,2026-07-13,payment,29.01,-9.73,0.00,19.28
ST-0800175,MLB-080155,2026-07-13,payment,144.73,-43.42,-21.90,79.41
ST-0800028,MLB-080023,2026-07-14,payment,1539.27,-169.32,-39.90,1330.05
ST-0800037,MLB-080029,2026-07-14,payment,260.41,0.00,0.00,260.41
ST-0800079,MLB-080069,2026-07-14,payment,46.89,-24.38,0.00,22.51
ST-0800089,MLB-080077,2026-07-14,refund,-657.08,85.42,0.00,-571.66
ST-0800116,MLB-080101,2026-07-14,payment,441.14,-52.94,-21.90,366.30
ST-0800136,MLB-080119,2026-07-14,payment,495.75,0.00,0.00,495.75
ST-0800153,MLB-080135,2026-07-14,payment,132.74,-28.43,-21.90,82.41
ST-0800189,MLB-080165,2026-07-14,payment,16.90,-10.76,0.00,6.14
ST-0800034,MLB-080027,2026-07-15,payment,382.62,-45.91,-21.90,314.81
ST-0800044,MLB-080036,2026-07-15,payment,55.46,-12.91,0.00,42.55
ST-0800063,MLB-080054,2026-07-15,payment,65.31,-17.35,0.00,47.96
ST-0800073,MLB-080063,2026-07-15,payment,67.61,-14.36,0.00,53.25
ST-0800074,MLB-080064,2026-07-15,payment,2117.68,-381.18,-21.90,1714.60
ST-0800083,MLB-080072,2026-07-15,refund,-111.00,29.15,0.00,-81.85
ST-0800093,MLB-080081,2026-07-15,refund,-743.14,96.61,0.00,-646.53
ST-0800109,MLB-080094,2026-07-15,payment,145.84,-18.96,-21.90,104.98
ST-0800115,MLB-080100,2026-07-15,payment,3768.68,-414.55,-39.90,3314.23
ST-0800117,MLB-080102,2026-07-15,payment,75.36,-23.80,0.00,51.56
ST-0800140,MLB-080123,2026-07-15,payment,61.75,-16.75,0.00,45.00
ST-0800170,MLB-080149,2026-07-15,payment,945.80,-122.95,-21.90,800.95
ST-0800204,MLB-080175,2026-07-15,payment,194.02,0.00,0.00,194.02
ST-0800214,MLB-080186,2026-07-15,payment,2549.71,-509.94,-21.90,2017.87
ST-0800221,MLB-080191,2026-07-15,payment,2602.59,-286.28,-39.90,2276.41
ST-0800006,MLB-080006,2026-07-16,payment,142.26,-42.93,-21.90,77.43
ST-0800017,MLB-080014,2026-07-16,payment,38.16,-11.21,0.00,26.95
ST-0800024,MLB-080019,2026-07-16,payment,2379.25,-380.68,-39.90,1958.67
ST-0800041,MLB-080033,2026-07-16,payment,161.37,-38.11,-21.90,101.36
ST-0800077,MLB-080067,2026-07-16,payment,3684.46,-663.20,-21.90,2999.36
ST-0800149,MLB-080132,2026-07-16,payment,539.00,-91.63,-21.90,425.47
ST-0800162,MLB-080143,2026-07-16,payment,72.44,-14.22,0.00,58.22
ST-0800165,MLB-080145,2026-07-16,payment,424.79,-67.97,-39.90,316.92
ST-0800167,MLB-080147,2026-07-16,payment,1655.73,-264.92,-39.90,1350.91
ST-0800168,MLB-080148,2026-07-16,payment,828.28,-138.05,-21.90,668.33
ST-0800226,MLB-080197,2026-07-16,payment,97.69,-15.63,-21.90,60.16
ST-0800232,MLB-080078,2026-07-16,payment,431.24,-73.31,-21.90,336.03
ST-0800233,MLB-080191,2026-07-16,payment,2602.59,-286.28,-39.90,2276.41
ST-0800014,MLB-080011,2026-07-17,refund,-2102.93,252.35,0.00,-1850.58
ST-0800027,MLB-080022,2026-07-17,payment,626.04,-75.12,-21.90,529.02
ST-0800057,MLB-080048,2026-07-17,payment,894.04,-151.99,-39.90,702.15
ST-0800060,MLB-080051,2026-07-17,payment,58.77,-16.83,0.00,41.94
ST-0800164,MLB-080144,2026-07-17,payment,331.46,-56.35,-21.90,253.21
ST-0800199,MLB-080172,2026-07-17,payment,1318.15,-158.18,-39.90,1120.07
ST-0800202,MLB-080174,2026-07-17,refund,-140.33,16.84,0.00,-123.49
ST-0800039,MLB-080031,2026-07-18,payment,2387.88,-286.55,-21.90,2079.43
ST-0800062,MLB-080053,2026-07-18,payment,5967.72,-596.77,-21.90,5349.05
ST-0800095,MLB-080083,2026-07-18,payment,577.00,-69.24,-39.90,467.86
ST-0800194,MLB-080168,2026-07-18,payment,39.93,-13.04,0.00,26.89
ST-0800048,MLB-080039,2026-07-19,payment,48.96,-15.06,0.00,33.90
ST-0800064,MLB-080055,2026-07-19,payment,426.87,-51.22,-39.90,335.75
ST-0800105,MLB-080091,2026-07-19,payment,2114.75,-211.48,-21.90,1881.37
ST-0800128,MLB-080113,2026-07-19,payment,734.75,-146.51,-21.90,566.34
ST-0800132,MLB-080117,2026-07-19,payment,186.74,-46.68,-21.90,118.16
ST-0800173,MLB-080153,2026-07-19,payment,1157.70,-185.23,-21.90,950.57
ST-0800205,MLB-080177,2026-07-19,payment,4500.03,-765.01,-39.90,3695.12
ST-0800209,MLB-080181,2026-07-19,payment,2077.72,-249.33,-21.90,1806.49
ST-0800213,MLB-080185,2026-07-19,refund,-605.93,96.95,0.00,-508.98
ST-0800223,MLB-080194,2026-07-19,payment,30.33,-11.10,0.00,19.23
ST-0800040,MLB-080032,2026-07-20,payment,415.73,-70.67,-21.90,323.16
ST-0800050,MLB-080041,2026-07-20,payment,68.10,-28.97,0.00,39.13
ST-0800059,MLB-080050,2026-07-20,payment,449.26,-71.88,-21.90,355.48
ST-0800098,MLB-080086,2026-07-20,payment,4219.64,-464.62,-39.90,3715.12
ST-0800176,MLB-080155,2026-07-20,payment,96.48,0.00,0.00,96.48
ST-0800001,MLB-080001,2026-07-21,payment,6151.38,-738.17,-21.90,5391.31
ST-0800004,MLB-080004,2026-07-21,payment,2420.78,-290.49,-39.90,2090.39
ST-0800069,MLB-080060,2026-07-21,payment,803.64,-136.62,-21.90,645.12
ST-0800085,MLB-080074,2026-07-21,payment,620.17,-74.42,-21.90,523.85
ST-0800107,MLB-080093,2026-07-21,payment,238.27,-43.68,-21.90,172.69
ST-0800190,MLB-080165,2026-07-21,payment,11.26,0.00,0.00,11.26
ST-0800211,MLB-080183,2026-07-21,payment,198.87,-52.56,-21.90,124.41
ST-0800022,MLB-080018,2026-07-22,payment,1149.47,-137.94,-21.90,989.63
ST-0800125,MLB-080111,2026-07-22,payment,67.84,-16.96,-21.90,28.98
ST-0800141,MLB-080124,2026-07-22,payment,20.56,-9.54,0.00,11.02
ST-0800215,MLB-080186,2026-07-22,payment,1699.81,0.00,0.00,1699.81
ST-0800130,MLB-080115,2026-07-23,payment,3857.85,-655.83,-39.90,3162.12
ST-0800150,MLB-080132,2026-07-23,refund,-539.00,91.63,0.00,-447.37
ST-0800163,MLB-080143,2026-07-23,refund,-43.46,8.53,0.00,-34.93
ST-0800169,MLB-080148,2026-07-23,payment,552.19,0.00,0.00,552.19
ST-0800218,MLB-080189,2026-07-23,payment,47.46,-14.32,0.00,33.14
ST-0800222,MLB-080193,2026-07-23,payment,140.04,-36.96,-21.90,81.18
ST-0800227,MLB-080197,2026-07-23,refund,-97.69,15.63,0.00,-82.06
ST-0800231,MLB-080200,2026-07-23,payment,25.51,-10.08,0.00,15.43
ST-0800005,MLB-080005,2026-07-24,payment,120.90,-14.51,-21.90,84.49
ST-0800015,MLB-080012,2026-07-24,payment,95.78,-14.37,-21.90,59.51
ST-0800026,MLB-080021,2026-07-24,payment,284.59,-34.15,-21.90,228.54
ST-0800103,MLB-080090,2026-07-24,payment,397.81,-39.78,-21.90,336.13
ST-0800148,MLB-080130,2026-07-24,payment,1111.38,-122.25,-39.90,949.23
ST-0800151,MLB-080133,2026-07-24,payment,398.94,-47.87,-21.90,329.17
ST-0800160,MLB-080141,2026-07-24,payment,871.77,-113.33,-21.90,736.54
ST-0800102,MLB-080089,2026-07-25,payment,760.72,-83.68,-39.90,637.14
ST-0800119,MLB-080104,2026-07-25,payment,321.61,-51.46,-21.90,248.25
ST-0800121,MLB-080106,2026-07-25,payment,1489.29,-178.71,-21.90,1288.68
ST-0800179,MLB-080157,2026-07-25,payment,660.46,-112.28,-21.90,526.28
ST-0800225,MLB-080196,2026-07-25,payment,365.01,-43.80,-21.90,299.31
ST-0800030,MLB-080025,2026-07-26,payment,122.73,-40.84,-21.90,59.99
ST-0800111,MLB-080096,2026-07-26,payment,505.52,-84.25,-21.90,399.37
ST-0800120,MLB-080105,2026-07-26,payment,6279.66,-1004.75,-39.90,5235.01
ST-0800124,MLB-080110,2026-07-26,payment,171.51,-29.16,-21.90,120.45
ST-0800133,MLB-080117,2026-07-26,payment,124.49,0.00,0.00,124.49
ST-0800134,MLB-080118,2026-07-26,payment,2035.19,-244.22,-21.90,1769.07
ST-0800145,MLB-080127,2026-07-26,payment,45.42,-26.93,0.00,18.49
ST-0800003,MLB-080003,2026-07-27,payment,115.77,-11.58,-21.90,82.29
ST-0800051,MLB-080041,2026-07-27,refund,-68.10,28.97,0.00,-39.13
ST-0800100,MLB-080088,2026-07-27,payment,612.66,-73.52,-21.90,517.24
ST-0800122,MLB-080108,2026-07-27,payment,276.93,-33.23,-21.90,221.80
ST-0800045,MLB-080037,2026-07-28,payment,102.11,-13.27,-21.90,66.94
ST-0800072,MLB-080062,2026-07-28,payment,3452.06,-621.37,-21.90,2808.79
ST-0800094,MLB-080082,2026-07-28,payment,67.04,-16.31,0.00,50.73
ST-0800108,MLB-080093,2026-07-28,payment,158.84,0.00,0.00,158.84
ST-0800188,MLB-080164,2026-07-28,payment,1437.52,-230.00,-39.90,1167.62
ST-0800197,MLB-080171,2026-07-28,payment,2494.48,-449.01,-21.90,2023.57
ST-0800023,MLB-080018,2026-07-29,refund,-344.84,0.00,0.00,-344.84
ST-0800056,MLB-080047,2026-07-29,payment,597.44,-77.67,-21.90,497.87
ST-0800123,MLB-080109,2026-07-29,payment,1074.93,-118.24,-21.90,934.79
ST-0800126,MLB-080111,2026-07-29,payment,45.22,0.00,0.00,45.22
ST-0800146,MLB-080128,2026-07-29,payment,270.04,-43.21,-21.90,204.93
ST-0800158,MLB-080139,2026-07-29,payment,70.70,-17.56,0.00,53.14
ST-0800174,MLB-080154,2026-07-29,payment,142.17,-22.75,-21.90,97.52
ST-0800182,MLB-080160,2026-07-29,payment,40.00,-14.92,0.00,25.08
ST-0800047,MLB-080038,2026-07-30,payment,200.39,-24.05,-21.90,154.44
ST-0800070,MLB-080061,2026-07-30,payment,6867.27,-1167.44,-21.90,5677.93
ST-0800090,MLB-080079,2026-07-30,payment,33.26,-9.91,0.00,23.35
ST-0800131,MLB-080115,2026-07-30,refund,-3857.85,655.83,0.00,-3202.02
ST-0800154,MLB-080136,2026-07-30,payment,1776.68,-213.20,-21.90,1541.58
ST-0800159,MLB-080140,2026-07-30,payment,747.61,-82.24,-39.90,625.47
ST-0800184,MLB-080161,2026-07-30,payment,73.28,-14.31,0.00,58.97
ST-0800207,MLB-080179,2026-07-30,payment,1762.47,-193.87,-39.90,1528.70
ST-0800208,MLB-080180,2026-07-30,payment,283.66,-51.06,-21.90,210.70
ST-0800020,MLB-080017,2026-07-31,payment,517.12,-146.52,-21.90,348.70
ST-0800025,MLB-080020,2026-07-31,payment,114.02,-27.32,-21.90,64.80
ST-0800032,MLB-080026,2026-07-31,payment,354.35,-59.06,-21.90,273.39
ST-0800104,MLB-080090,2026-07-31,refund,-397.81,39.78,0.00,-358.03
ST-0800138,MLB-080121,2026-07-31,payment,35.00,-16.00,0.00,19.00
ST-0800157,MLB-080138,2026-07-31,payment,7334.37,-733.44,-21.90,6579.03
ST-0800177,MLB-080156,2026-07-31,payment,39.80,-13.02,0.00,26.78
ST-0800187,MLB-080163,2026-07-31,payment,436.47,-48.01,-39.90,348.56
ST-0800195,MLB-080169,2026-07-31,payment,46.95,-11.88,0.00,35.07
ST-0800220,MLB-080190,2026-07-31,payment,264.63,-47.63,-21.90,195.10
ST-0800229,MLB-080199,2026-07-31,payment,1664.57,-249.69,-21.90,1392.98
ST-0800031,MLB-080025,2026-08-02,refund,-49.09,16.34,0.00,-32.75
ST-0800112,MLB-080096,2026-08-02,payment,337.02,0.00,0.00,337.02
ST-0800101,MLB-080088,2026-08-03,refund,-428.86,51.46,0.00,-377.40
ST-0800046,MLB-080037,2026-08-04,refund,-102.11,13.27,0.00,-88.84
ST-0800198,MLB-080171,2026-08-04,refund,-2494.48,449.01,0.00,-2045.47
ST-0800219,MLB-080189,2026-08-04,chargeback,-47.46,0.00,0.00,-47.46
ST-0800183,MLB-080160,2026-08-05,payment,26.66,0.00,0.00,26.66
ST-0800071,MLB-080061,2026-08-06,refund,-6867.27,1167.44,0.00,-5699.83
ST-0800021,MLB-080017,2026-08-07,payment,344.75,0.00,0.00,344.75
ST-0800033,MLB-080026,2026-08-07,payment,236.23,0.00,0.00,236.23
ST-0800178,MLB-080156,2026-08-07,refund,-39.80,13.02,0.00,-26.78
ST-0800230,MLB-080199,2026-08-07,refund,-1664.57,249.69,0.00,-1414.88
