order_id,order_date,status,category,listing_type,weight_class,unit_price,quantity,gross_amount,installments,refund_amount
MLB-070072,2026-07-19,delivered,books,classic,standard,433.43,3,1300.29,3,0.00
MLB-070073,2026-07-28,delivered,fashion,premium,standard,69.50,1,69.50,1,0.00
MLB-070074,2026-07-27,paid,books,premium,standard,1917.29,2,3834.58,6,0.00
MLB-070075,2026-07-06,delivered,electronics,classic,standard,53.79,1,53.79,1,0.00
MLB-070076,2026-07-13,refunded,home,classic,standard,109.93,1,109.93,3,109.93
MLB-070077,2026-07-10,paid,books,classic,standard,381.34,1,381.34,1,0.00
MLB-070078,2026-07-18,delivered,books,classic,standard,183.11,2,366.22,1,0.00
MLB-070079,2026-07-21,paid,electronics,classic,standard,70.04,2,140.08,1,0.00
MLB-070080,2026-07-20,delivered,home,classic,standard,55.57,2,111.14,1,0.00
MLB-070081,2026-07-24,delivered,home,premium,standard,66.75,1,66.75,1,0.00
MLB-070082,2026-07-06,paid,books,classic,standard,327.40,1,327.40,1,0.00
MLB-070083,2026-07-18,cancelled,fashion,premium,standard,1699.28,2,3398.56,10,0.00
MLB-070084,2026-07-28,paid,home,premium,heavy,2200.71,2,4401.42,12,0.00
MLB-070085,2026-07-13,paid,books,premium,standard,64.30,1,64.30,3,0.00
MLB-070086,2026-07-17,delivered,books,premium,standard,120.59,1,120.59,12,0.00
MLB-070087,2026-07-18,delivered,home,classic,heavy,698.80,1,698.80,1,0.00
MLB-070088,2026-07-21,paid,fashion,classic,standard,71.82,1,71.82,1,0.00
MLB-070089,2026-07-11,delivered,home,classic,standard,60.60,1,60.60,1,0.00
MLB-070090,2026-07-22,paid,fashion,premium,standard,1264.99,1,1264.99,1,0.00
MLB-070091,2026-07-10,paid,books,premium,standard,1804.81,3,5414.43,10,0.00
MLB-070092,2026-07-08,cancelled,home,classic,standard,109.35,3,328.05,1,0.00
MLB-070093,2026-07-25,delivered,toys,classic,standard,2253.45,1,2253.45,1,0.00
MLB-070094,2026-07-04,paid,fashion,classic,standard,29.89,1,29.89,1,0.00
MLB-070095,2026-07-15,paid,books,premium,standard,48.50,1,48.50,6,0.00
MLB-070096,2026-07-10,delivered,toys,classic,standard,69.36,1,69.36,1,0.00
MLB-070097,2026-07-10,paid,books,premium,standard,290.44,1,290.44,1,0.00
MLB-070098,2026-07-23,paid,electronics,classic,heavy,1887.34,1,1887.34,1,0.00
MLB-070099,2026-07-07,paid,electronics,classic,heavy,512.78,1,512.78,1,0.00
MLB-070100,2026-07-05,refunded,toys,classic,standard,380.78,1,380.78,3,380.78
MLB-070101,2026-07-03,paid,books,classic,standard,494.93,2,989.86,1,0.00
MLB-070102,2026-07-15,delivered,home,classic,standard,196.01,1,196.01,1,0.00
MLB-070103,2026-07-19,paid,toys,premium,standard,41.56,3,124.68,10,0.00
MLB-070104,2026-07-27,delivered,fashion,premium,standard,36.20,1,36.20,10,0.00
MLB-070105,2026-07-26,paid,toys,classic,standard,2463.69,3,7391.07,3,0.00
MLB-070106,2026-07-16,delivered,electronics,classic,heavy,1056.74,1,1056.74,1,0.00
MLB-070107,2026-07-08,paid,home,classic,heavy,1310.99,2,2621.98,3,0.00
MLB-070108,2026-07-03,delivered,electronics,premium,heavy,936.56,1,936.56,10,0.00
MLB-070109,2026-07-16,delivered,toys,premium,standard,71.70,1,71.70,6,0.00
MLB-070110,2026-07-25,delivered,toys,classic,standard,2449.06,2,4898.12,3,0.00
MLB-070111,2026-07-17,paid,fashion,classic,standard,43.91,1,43.91,1,0.00
MLB-070112,2026-07-13,paid,electronics,premium,heavy,440.91,3,1322.73,10,0.00
MLB-070113,2026-07-28,chargeback,books,premium,standard,2422.59,1,2422.59,6,0.00
MLB-070114,2026-07-16,paid,fashion,premium,standard,1020.98,1,1020.98,12,0.00
MLB-070115,2026-07-05,delivered,home,premium,standard,333.40,3,1000.20,10,0.00
MLB-070116,2026-07-18,refunded,electronics,premium,standard,318.58,1,318.58,1,318.58
MLB-070117,2026-07-09,paid,toys,premium,standard,291.05,3,873.15,10,0.00
MLB-070118,2026-07-18,delivered,home,premium,standard,60.93,1,60.93,3,0.00
MLB-070119,2026-07-06,paid,electronics,classic,heavy,1756.35,1,1756.35,1,0.00
MLB-070120,2026-07-14,delivered,fashion,premium,standard,792.51,3,2377.53,3,0.00
MLB-070121,2026-07-09,refunded,toys,premium,standard,137.46,1,137.46,1,137.46
MLB-070122,2026-07-21,delivered,electronics,classic,standard,54.49,1,54.49,1,0.00
MLB-070123,2026-07-13,paid,books,premium,standard,68.72,1,68.72,6,0.00
MLB-070124,2026-07-12,paid,toys,classic,standard,2082.86,2,4165.72,1,0.00
MLB-070125,2026-07-14,paid,toys,premium,standard,733.97,2,1467.94,1,0.00
MLB-070126,2026-07-27,paid,fashion,premium,standard,64.46,3,193.38,6,0.00
MLB-070127,2026-07-06,delivered,books,classic,standard,74.75,1,74.75,1,0.00
MLB-070128,2026-07-28,delivered,electronics,classic,standard,75.84,1,75.84,3,0.00
MLB-070129,2026-07-20,paid,fashion,premium,standard,2387.41,2,4774.82,6,0.00
MLB-070130,2026-07-17,delivered,electronics,premium,heavy,2365.09,1,2365.09,10,0.00
MLB-070131,2026-07-21,refunded,fashion,premium,standard,1504.10,1,1504.10,1,1504.10
MLB-070132,2026-07-02,delivered,toys,classic,standard,22.77,2,45.54,1,0.00
MLB-070133,2026-07-10,cancelled,toys,classic,standard,305.83,1,305.83,1,0.00
MLB-070134,2026-07-18,paid,fashion,classic,standard,37.36,1,37.36,1,0.00
MLB-070135,2026-07-27,refunded,electronics,premium,heavy,522.58,1,522.58,12,522.58
MLB-070136,2026-07-16,paid,toys,premium,standard,188.86,1,188.86,12,0.00
MLB-070137,2026-07-02,paid,toys,premium,standard,440.28,1,440.28,1,0.00
MLB-070138,2026-07-13,delivered,electronics,premium,standard,75.14,1,75.14,12,0.00
MLB-070139,2026-07-12,partially_refunded,books,classic,standard,32.18,1,32.18,1,12.87
MLB-070140,2026-07-17,paid,electronics,classic,standard,102.18,2,204.36,1,0.00
MLB-070141,2026-07-27,delivered,toys,classic,standard,65.07,1,65.07,1,0.00
MLB-070142,2026-07-23,delivered,home,premium,standard,43.29,2,86.58,12,0.00
MLB-070143,2026-07-07,delivered,books,premium,standard,1793.63,1,1793.63,6,0.00
MLB-070144,2026-07-17,delivered,home,classic,standard,38.53,1,38.53,1,0.00
MLB-070145,2026-07-23,partially_refunded,electronics,classic,heavy,676.39,2,1352.78,1,946.95
MLB-070146,2026-07-18,delivered,fashion,classic,standard,1337.61,3,4012.83,3,0.00
MLB-070147,2026-07-13,paid,books,classic,standard,361.31,1,361.31,3,0.00
MLB-070148,2026-07-23,paid,home,classic,heavy,1556.25,1,1556.25,1,0.00
MLB-070149,2026-07-21,paid,books,premium,standard,2496.67,1,2496.67,6,0.00
MLB-070150,2026-07-10,delivered,home,premium,standard,54.91,3,164.73,1,0.00
MLB-070151,2026-07-09,partially_refunded,electronics,classic,heavy,1546.24,1,1546.24,1,1082.37
MLB-070152,2026-07-19,delivered,electronics,premium,standard,59.76,3,179.28,3,0.00
MLB-070153,2026-07-16,cancelled,fashion,classic,standard,1243.38,1,1243.38,3,0.00
MLB-070154,2026-07-03,paid,toys,classic,standard,58.96,1,58.96,1,0.00
MLB-070155,2026-07-21,delivered,home,classic,heavy,402.52,1,402.52,1,0.00
MLB-070156,2026-07-03,delivered,home,classic,heavy,1415.63,2,2831.26,1,0.00
MLB-070157,2026-07-08,delivered,books,classic,standard,401.39,1,401.39,1,0.00
MLB-070158,2026-07-24,partially_refunded,toys,classic,standard,1268.52,3,3805.56,1,1141.67
MLB-070159,2026-07-05,delivered,electronics,classic,heavy,2085.23,3,6255.69,1,0.00
MLB-070160,2026-07-08,paid,fashion,classic,standard,28.88,1,28.88,1,0.00
