settlement_id,order_id,settlement_date,type,gross_amount,marketplace_fee,shipping_fee,net_amount
ST-0600139,MLB-060116,2026-07-10,payment,134.71,-22.90,-21.90,89.91
ST-0600142,MLB-060119,2026-07-10,payment,1129.10,-112.91,-21.90,994.29
ST-0600024,MLB-060021,2026-07-11,payment,1205.36,-132.59,-39.90,1032.87
ST-0600039,MLB-060034,2026-07-11,refund,-1158.25,0.00,0.00,-1158.25
ST-0600103,MLB-060086,2026-07-11,payment,93.56,-15.91,-21.90,55.75
ST-0600045,MLB-060040,2026-07-12,payment,3899.55,-467.95,-21.90,3409.70
ST-0600060,MLB-060052,2026-07-12,payment,268.12,-32.17,-21.90,214.05
ST-0600066,MLB-060058,2026-07-12,payment,56.13,-28.85,0.00,27.28
ST-0600077,MLB-060066,2026-07-12,payment,21.46,-10.11,0.00,11.35
ST-0600107,MLB-060088,2026-07-12,refund,-1608.64,160.86,0.00,-1447.78
ST-0600127,MLB-060105,2026-07-12,payment,966.12,-115.93,-39.90,810.29
ST-0600137,MLB-060114,2026-07-12,payment,17.95,-9.30,0.00,8.65
ST-0600003,MLB-060003,2026-07-13,payment,82.95,-23.50,-21.90,37.55
ST-0600006,MLB-060004,2026-07-13,payment,56.82,0.00,0.00,56.82
ST-0600126,MLB-060104,2026-07-13,payment,745.93,-111.89,-21.90,612.14
ST-0600130,MLB-060107,2026-07-13,payment,57.89,-15.51,0.00,42.38
ST-0600028,MLB-060024,2026-07-14,payment,3070.66,-337.77,-39.90,2692.99
ST-0600031,MLB-060027,2026-07-14,payment,37.81,-16.96,0.00,20.85
ST-0600087,MLB-060074,2026-07-14,payment,277.70,-33.32,-21.90,222.48
ST-0600095,MLB-060080,2026-07-14,payment,991.69,-99.17,-21.90,870.62
ST-0600026,MLB-060023,2026-07-15,payment,1497.48,-424.29,-39.90,1033.29
ST-0600047,MLB-060042,2026-07-15,payment,1653.30,-275.55,-21.90,1355.85
ST-0600054,MLB-060048,2026-07-15,payment,4321.98,-734.74,-21.90,3565.34
ST-0600093,MLB-060078,2026-07-15,refund,-1456.45,262.16,0.00,-1194.29
ST-0600108,MLB-060089,2026-07-15,payment,235.46,-47.09,-21.90,166.47
ST-0600023,MLB-060020,2026-07-16,payment,3247.70,-552.11,-21.90,2673.69
ST-0600040,MLB-060036,2026-07-16,payment,4471.40,-760.14,-39.90,3671.36
ST-0600046,MLB-060041,2026-07-16,payment,1232.89,-221.92,-21.90,989.07
ST-0600064,MLB-060056,2026-07-16,payment,36.42,-10.26,0.00,26.16
ST-0600081,MLB-060069,2026-07-16,payment,97.44,-31.42,-21.90,44.12
ST-0600111,MLB-060090,2026-07-16,payment,1069.83,0.00,0.00,1069.83
ST-0600011,MLB-060009,2026-07-17,payment,9.23,0.00,0.00,9.23
ST-0600091,MLB-060077,2026-07-17,payment,1365.53,-163.86,-21.90,1179.77
ST-0600098,MLB-060083,2026-07-17,payment,9.43,-8.29,0.00,1.14
ST-0600102,MLB-060085,2026-07-17,refund,-582.15,69.86,0.00,-512.29
ST-0600113,MLB-060092,2026-07-17,payment,333.49,-56.69,-21.90,254.90
ST-0600115,MLB-060095,2026-07-17,payment,2913.16,-524.37,-21.90,2366.89
ST-0600129,MLB-060106,2026-07-17,payment,209.31,-35.58,-21.90,151.83
ST-0600143,MLB-060119,2026-07-17,refund,-1129.10,112.91,0.00,-1016.19
ST-0600025,MLB-060022,2026-07-18,payment,695.24,-76.48,-21.90,596.86
ST-0600037,MLB-060033,2026-07-18,payment,112.98,-31.71,-21.90,59.37
ST-0600043,MLB-060039,2026-07-18,payment,414.46,-49.74,-21.90,342.82
ST-0600057,MLB-060050,2026-07-18,payment,133.59,-16.03,-21.90,95.66
ST-0600079,MLB-060068,2026-07-18,payment,38.75,-26.50,0.00,12.25
ST-0600104,MLB-060086,2026-07-18,refund,-18.71,3.18,0.00,-15.53
ST-0600132,MLB-060109,2026-07-18,payment,365.66,-54.85,-21.90,288.91
ST-0600123,MLB-060102,2026-07-19,payment,7270.59,-872.47,-39.90,6358.22
ST-0600128,MLB-060105,2026-07-19,refund,-966.12,115.93,0.00,-850.19
ST-0600002,MLB-060002,2026-07-20,payment,646.83,-71.15,-21.90,553.78
ST-0600004,MLB-060003,2026-07-20,payment,55.30,0.00,0.00,55.30
ST-0600017,MLB-060013,2026-07-20,chargeback,-4217.08,0.00,0.00,-4217.08
ST-0600029,MLB-060025,2026-07-20,payment,1014.24,-101.42,-21.90,890.92
ST-0600036,MLB-060032,2026-07-20,payment,2413.90,-289.67,-39.90,2084.33
ST-0600051,MLB-060045,2026-07-20,payment,115.78,-33.34,-21.90,60.54
ST-0600061,MLB-060053,2026-07-20,payment,826.13,-148.70,-21.90,655.53
ST-0600062,MLB-060054,2026-07-20,payment,1304.66,-221.79,-39.90,1042.97
ST-0600085,MLB-060072,2026-07-20,payment,200.16,-54.78,-21.90,123.48
ST-0600141,MLB-060118,2026-07-20,payment,3026.19,-544.71,-21.90,2459.58
ST-0600012,MLB-060010,2026-07-21,payment,125.66,-39.69,-21.90,64.07
ST-0600032,MLB-060027,2026-07-21,payment,25.20,0.00,0.00,25.20
ST-0600069,MLB-060061,2026-07-21,payment,648.92,-162.23,-21.90,464.79
ST-0600073,MLB-060063,2026-07-21,payment,323.48,-70.09,-21.90,231.49
ST-0600075,MLB-060064,2026-07-21,payment,362.38,-36.24,-21.90,304.24
ST-0600088,MLB-060074,2026-07-21,refund,-277.70,33.32,0.00,-244.38
ST-0600116,MLB-060096,2026-07-21,payment,2063.59,-309.54,-21.90,1732.15
ST-0600133,MLB-060110,2026-07-21,payment,73.67,-18.04,0.00,55.63
ST-0600027,MLB-060023,2026-07-22,payment,998.32,0.00,0.00,998.32
ST-0600048,MLB-060042,2026-07-22,payment,1102.20,0.00,0.00,1102.20
ST-0600050,MLB-060044,2026-07-22,payment,1135.00,-147.55,-21.90,965.55
ST-0600055,MLB-060048,2026-07-22,refund,-2160.99,367.37,0.00,-1793.62
ST-0600094,MLB-060079,2026-07-22,payment,402.64,-52.34,-21.90,328.40
ST-0600109,MLB-060089,2026-07-22,payment,156.97,0.00,0.00,156.97
ST-0600022,MLB-060019,2026-07-23,payment,760.45,-91.25,-39.90,629.30
ST-0600082,MLB-060069,2026-07-23,refund,-19.49,6.28,0.00,-13.21
ST-0600001,MLB-060001,2026-07-24,payment,205.62,-22.62,-21.90,161.10
ST-0600018,MLB-060015,2026-07-24,payment,1943.35,-233.20,-21.90,1688.25
ST-0600076,MLB-060065,2026-07-24,payment,519.99,-62.40,-21.90,435.69
ST-0600089,MLB-060075,2026-07-24,payment,96.43,-16.39,-21.90,58.14
ST-0600099,MLB-060083,2026-07-24,payment,6.29,0.00,0.00,6.29
ST-0600021,MLB-060018,2026-07-25,payment,154.10,-40.24,-21.90,91.96
ST-0600044,MLB-060039,2026-07-25,refund,-414.46,49.74,0.00,-364.72
ST-0600056,MLB-060049,2026-07-25,payment,701.64,-84.20,-21.90,595.54
ST-0600067,MLB-060059,2026-07-25,payment,4594.30,-826.97,-21.90,3745.43
ST-0600080,MLB-060068,2026-07-25,payment,25.84,0.00,0.00,25.84
ST-0600144,MLB-060120,2026-07-25,payment,50.47,-12.31,0.00,38.16
ST-0600041,MLB-060037,2026-07-26,payment,7423.02,-742.30,-21.90,6658.82
ST-0600084,MLB-060071,2026-07-26,payment,1147.59,-126.23,-39.90,981.46
ST-0600121,MLB-060100,2026-07-26,payment,239.95,-28.79,-21.90,189.26
ST-0600124,MLB-060102,2026-07-26,refund,-7270.59,872.47,0.00,-6398.12
ST-0600131,MLB-060108,2026-07-26,payment,27.80,-10.42,0.00,17.38
ST-0600033,MLB-060029,2026-07-27,payment,354.73,-53.21,-21.90,279.62
ST-0600052,MLB-060046,2026-07-27,payment,435.30,-43.53,-21.90,369.87
ST-0600078,MLB-060067,2026-07-27,payment,141.99,-14.20,-21.90,105.89
ST-0600013,MLB-060010,2026-07-28,payment,83.77,0.00,0.00,83.77
ST-0600058,MLB-060051,2026-07-28,payment,375.79,-106.47,-21.90,247.42
ST-0600068,MLB-060060,2026-07-28,payment,746.84,-126.96,-39.90,579.98
ST-0600070,MLB-060061,2026-07-28,payment,432.61,0.00,0.00,432.61
ST-0600074,MLB-060063,2026-07-28,payment,215.65,0.00,0.00,215.65
ST-0600122,MLB-060101,2026-07-28,payment,7304.85,-1168.78,-39.90,6096.17
ST-0600019,MLB-060016,2026-07-29,payment,1282.33,-218.00,-39.90,1024.43
ST-0600030,MLB-060026,2026-07-29,payment,1442.98,-245.31,-21.90,1175.77
ST-0600117,MLB-060097,2026-07-29,payment,27.31,-9.53,0.00,17.78
ST-0600136,MLB-060113,2026-07-29,payment,444.81,-71.17,-39.90,333.74
ST-0600140,MLB-060117,2026-07-29,payment,1526.31,-228.95,-21.90,1275.46
ST-0600008,MLB-060006,2026-07-30,payment,1421.52,-142.15,-21.90,1257.47
ST-0600134,MLB-060111,2026-07-30,payment,2171.63,-325.74,-21.90,1823.99
ST-0600020,MLB-060017,2026-07-31,payment,411.60,-74.09,-21.90,315.61
ST-0600071,MLB-060062,2026-07-31,payment,1675.93,-335.19,-21.90,1318.84
ST-0600096,MLB-060081,2026-07-31,payment,51.30,-14.97,0.00,36.33
ST-0600112,MLB-060091,2026-07-31,payment,67.18,-19.22,0.00,47.96
ST-0600125,MLB-060103,2026-07-31,payment,466.15,-69.92,-21.90,374.33
ST-0600145,MLB-060091,2026-08-01,payment,67.18,-19.22,0.00,47.96
ST-0600034,MLB-060029,2026-08-03,refund,-106.42,15.96,0.00,-90.46
ST-0600059,MLB-060051,2026-08-04,payment,250.52,0.00,0.00,250.52
ST-0600118,MLB-060097,2026-08-05,refund,-27.31,9.53,0.00,-17.78
ST-0600072,MLB-060062,2026-08-07,payment,1117.29,0.00,0.00,1117.29
